year,ROA (%)
1990,13.00
1991,15.73
1992,12.12
1993,17.27
1994,4.62
1995,4.50
1996,3.42
1997,11.59
1998,-17.36
1999,-2.76
2000,3.84
2001,2.55
2002,2.45
2003,5.19
2004,9.06
2005,8.09
2006,5.55
2007,6.26
2008,4.03
2009,4.45
2010,2.25
2011,-1.91
