year,ROA (%)
1990,14.27
1991,13.97
1992,11.02
1993,10.28
1994,9.76
1995,7.10
1996,9.27
1997,10.31
1998,7.06
1999,3.97
2000,3.35
2001,3.00
2002,4.00
2003,5.00
2004,6.00
2005,2.00
2006,2.36
2007,2.26
2008,2.03
2009,4.63
2010,9.73
2011,5.93
