year,ROA (%)
1997,12.52
1998,15.59
1999,16.32
2000,17.23
2001,9.85
2002,6.88
2003,7.02
2004,6.92
2005,6.89
2006,7.32
2007,4.02
2008,1.78
2009,1.35
2010,5.56
2011,0.71
