year,ROA (%)
1990,24.76
1991,14.08
1992,4.97
1993,4.70
1994,5.25
1995,6.13
1996,4.70
1997,8.34
1998,11.68
1999,10.52
2000,6.58
2001,2.33
2002,1.86
2003,2.26
2004,5.55
2005,4.81
2006,5.49
2007,-12.14
2008,-13.14
2009,-11.04
2010,-10.82
2011,-11.91
