year,ROA (%)
1997,11.94
1998,10.96
1999,12.01
2000,17.39
2001,12.97
2002,14.68
2003,10.13
2004,11.43
2005,10.60
2006,14.21
2007,8.96
2008,5.21
2009,5.27
2010,9.93
2011,7.27
