year,ROA (%)
1990,0.58
1991,5.43
1992,3.39
1993,2.43
1994,3.88
1995,4.36
1996,2.95
1997,2.34
1998,3.44
1999,7.04
2000,3.22
2001,-4.66
2002,2.68
2003,4.26
2004,5.07
2005,5.04
2006,9.94
2007,7.08
2008,-10.94
2009,11.94
2010,6.94
2011,-0.34
