year,ROA (%)
1990,-7.01
1991,4.04
1992,5.96
1993,6.39
1994,4.48
1995,1.69
1996,3.60
1997,2.37
2001,0.63
2004,-4.46
2005,-12.65
2006,-2.60
2007,1.15
2008,1.25
2009,2.14
2010,2.94
2011,4.81
