year,ROA (%)
1997,8.60
1998,8.00
1999,8.10
2000,8.30
2001,7.10
2002,5.80
2003,7.20
2004,13.00
2005,18.60
2006,17.20
2007,16.40
2008,22.70
2009,15.70
2010,11.69
2011,13.48
