year,ROA (%)
1990,22.33
1991,12.47
1992,12.88
1993,13.77
1994,14.05
1995,8.00
1996,11.00
1997,17.00
1998,13.00
1999,11.00
2000,11.00
2001,12.00
2002,13.00
2003,13.00
2004,14.00
2005,13.00
2006,7.79
2007,11.08
2008,7.55
2009,11.87
2010,11.66
2011,10.35
