year,ROA (%)
1995,6.00
1996,5.00
1997,5.00
1998,4.37
1999,5.18
2000,8.02
2001,4.71
2002,-4.13
2003,-4.91
2004,-20.07
2005,-10.73
2006,-13.85
2007,-34.05
2008,-8.95
2009,-16.58
2010,-0.79
2011,15.88
