year,ROA (%)
1990,7.99
1991,11.56
1992,11.11
1993,7.10
1994,6.33
1995,-9.91
1996,-0.56
1997,2.85
1998,1.30
2001,3.95
2002,-17.61
2003,2.28
2004,-7.03
2005,-38.94
2006,-6.51
2007,5.71
2008,3.57
2009,4.21
2010,2.71
2011,0.82
