year,ROA (%)
1997,17.68
1998,27.47
1999,23.57
2000,17.19
2001,15.09
2002,3.87
2003,-9.84
2004,-8.50
2005,-1.71
2006,-5.58
2007,5.17
2008,-1.03
2009,-8.77
2010,-5.65
2011,1.06
