year,ROA (%)
1998,18.19
1999,14.19
2000,22.13
2002,12.65
2003,10.64
2004,13.90
2005,13.98
2006,14.07
2007,6.87
2008,18.27
2009,16.80
2010,16.79
2011,15.90
