year,ROA (%)
1990,13.87
1991,7.78
1992,8.45
1993,9.09
1994,6.38
1995,7.64
1997,9.81
1998,1.72
1999,3.75
2000,-6.73
2001,-2.39
2002,0.27
2003,0.79
2004,-1.41
2005,-7.42
2006,0.05
2007,3.16
2008,-2.06
2009,5.59
2010,11.46
2011,4.85
