year,ROA (%)
1994,27.74
1995,20.93
1996,10.33
1997,10.60
1998,7.03
1999,8.22
2000,12.23
2001,7.00
2002,12.00
2003,10.00
2004,10.00
2005,-6.00
2006,-32.00
2007,8.00
2008,-3.00
2009,-2.00
2010,8.00
2011,-5.28
