year,ROA (%)
1994,6.02
1995,15.50
1996,10.19
1997,7.03
1998,5.95
1999,4.98
2000,8.21
2001,-1.98
2002,-4.35
2003,-6.99
2004,8.75
2005,2.82
2006,8.49
2007,7.26
2008,2.91
2009,13.12
2010,17.60
2011,10.82
