year,ROA (%)
2000,2.97
2001,-11.00
2002,4.29
2003,-0.70
2004,8.65
2005,3.00
2006,15.19
2007,-8.66
2008,-28.21
2009,-15.81
2010,-10.57
2011,-30.84
