year,ROA (%)
1998,68.17
1999,48.04
2000,48.10
2001,37.66
2002,30.00
2003,25.70
2004,23.78
2005,23.20
2006,25.62
2007,25.85
2008,21.10
2009,20.24
2010,19.70
2011,14.11
