date,close,equity
2000-01-04 00:00:00+08:00,3.6280152797698975,740.1151170730591
2000-01-05 00:00:00+08:00,3.8739817142486572,790.2922697067261
2000-01-06 00:00:00+08:00,3.9108755588531494,797.8186140060425
2000-01-07 00:00:00+08:00,3.9108755588531494,797.8186140060425
2000-01-10 00:00:00+08:00,3.935473918914795,802.8366794586182
2000-01-11 00:00:00+08:00,3.750997304916382,765.2034502029419
2000-01-12 00:00:00+08:00,3.7387001514434814,762.6948308944702
2000-01-13 00:00:00+08:00,3.763298273086548,767.7128477096558
2000-01-14 00:00:00+08:00,3.7387001514434814,762.6948308944702
2000-01-17 00:00:00+08:00,3.775594711303711,770.221321105957
2000-01-18 00:00:00+08:00,3.7018048763275146,755.168194770813
2000-01-19 00:00:00+08:00,3.7141036987304688,757.6771545410156
2000-01-20 00:00:00+08:00,3.763298273086548,767.7128477096558
2000-01-21 00:00:00+08:00,3.8739817142486572,790.2922697067261
2000-01-24 00:00:00+08:00,4.009263038635254,817.8896598815918
2000-01-25 00:00:00+08:00,3.9231762886047363,800.3279628753662
2000-01-26 00:00:00+08:00,3.9108755588531494,797.8186140060425
2000-01-27 00:00:00+08:00,3.775594711303711,770.221321105957
2000-01-28 00:00:00+08:00,3.72640323638916,760.1862602233887
2000-01-31 00:00:00+08:00,3.7018048763275146,755.168194770813
2000-02-01 00:00:00+08:00,3.8370866775512695,782.765682220459
2000-02-09 00:00:00+08:00,4.095352649688721,835.451940536499
2000-02-10 00:00:00+08:00,4.206037998199463,858.0317516326904
2000-02-11 00:00:00+08:00,4.206037998199463,858.0317516326904
2000-02-14 00:00:00+08:00,4.083054065704346,832.9430294036865
2000-02-15 00:00:00+08:00,4.009263038635254,817.8896598815918
2000-02-16 00:00:00+08:00,4.279827117919922,873.0847320556641
2000-02-17 00:00:00+08:00,4.57498836517334,933.2976264953613
2000-02-18 00:00:00+08:00,4.685673713684082,955.8774375915527
2000-02-21 00:00:00+08:00,4.956236839294434,1011.0723152160645
2000-02-22 00:00:00+08:00,4.611884593963623,940.8244571685791
2000-02-23 00:00:00+08:00,4.488900184631348,915.7356376647949
2000-02-24 00:00:00+08:00,4.341317176818848,885.6287040710449
2000-02-25 00:00:00+08:00,4.046159744262695,825.4165878295898
2000-02-29 00:00:00+08:00,4.03386116027832,822.9076766967773
2000-03-01 00:00:00+08:00,4.095352649688721,835.451940536499
2000-03-02 00:00:00+08:00,4.083054065704346,832.9430294036865
2000-03-03 00:00:00+08:00,4.083054065704346,832.9430294036865
2000-03-06 00:00:00+08:00,3.6649107933044434,747.6418018341064
2000-03-07 00:00:00+08:00,3.9108755588531494,797.8186140060425
2000-03-08 00:00:00+08:00,4.009263038635254,817.8896598815918
2000-03-09 00:00:00+08:00,4.156844139099121,847.9962043762207
2000-03-10 00:00:00+08:00,3.9600698947906494,807.8542585372925
2000-03-13 00:00:00+08:00,3.689507246017456,752.659478187561
2000-03-14 00:00:00+08:00,3.5419259071350098,722.552885055542
2000-03-15 00:00:00+08:00,3.3943474292755127,692.4468755722046
2000-03-16 00:00:00+08:00,3.2590649127960205,664.8492422103882
2000-03-17 00:00:00+08:00,3.4804346561431885,710.0086698532104
2000-03-20 00:00:00+08:00,3.4804346561431885,710.0086698532104
2000-03-21 00:00:00+08:00,3.7141036987304688,757.6771545410156
2000-03-22 00:00:00+08:00,3.640312671661377,742.6237850189209
2000-03-23 00:00:00+08:00,3.8001911640167236,775.2389974594116
2000-03-24 00:00:00+08:00,3.6772079467773438,750.1504211425781
2000-03-27 00:00:00+08:00,3.6649107933044434,747.6418018341064
2000-03-28 00:00:00+08:00,3.603416919708252,735.0970516204834
2000-03-29 00:00:00+08:00,3.5788209438323975,730.0794725418091
2000-03-30 00:00:00+08:00,3.529628038406372,720.0441198348999
2000-03-31 00:00:00+08:00,3.443540334701538,702.4822282791138
2000-04-05 00:00:00+08:00,3.5050318241119385,715.0264921188354
2000-04-06 00:00:00+08:00,3.5050318241119385,715.0264921188354
2000-04-07 00:00:00+08:00,3.4312407970428467,699.9731225967407
2000-04-10 00:00:00+08:00,3.468135356903076,707.4996128082275
2000-04-11 00:00:00+08:00,3.406644582748413,694.9554948806763
2000-04-12 00:00:00+08:00,3.345150947570801,682.4107933044434
2000-04-13 00:00:00+08:00,3.2590649127960205,664.8492422103882
2000-04-14 00:00:00+08:00,3.1729750633239746,647.2869129180908
2000-04-17 00:00:00+08:00,2.9516053199768066,602.1274852752686
