year,stock,price,count,return,action
2007,8299,126.93,22.0,0.0,buy
2007,3037,49.84,58.0,0.0,buy
2007,2489,23.09,125.0,0.0,buy
2007,9904,22.79,127.0,0.0,buy
2007,8163,66.37,43.0,0.0,buy
2007,2342,47.45,61.0,0.0,buy
2007,1103,18.98,152.0,0.0,buy
2007,9917,41.83,69.0,0.0,buy
2007,2391,39.17,73.0,0.0,buy
2007,2344,8.99,322.0,0.0,buy
2007,2227,49.43,58.0,0.0,buy
2007,9940,42.89,67.0,0.0,buy
2007,2601,64.32,45.0,0.0,buy
2007,2327,10.86,266.0,0.0,buy
2007,1210,27.82,104.0,0.0,buy
2007,2362,39.14,74.0,0.0,buy
2007,2454,348.43,8.0,0.0,buy
2007,2393,101.55,28.0,0.0,buy
2007,2912,68.45,42.0,0.0,buy
2007,2610,20.86,138.0,0.0,buy
2007,2382,36.22,80.0,0.0,buy
2007,2014,15.17,191.0,0.0,buy
2007,2363,20.59,140.0,0.0,buy
2007,2612,73.84,39.0,0.0,buy
2007,2354,199.6,14.0,0.0,buy
2007,5387,8.7,333.0,0.0,buy
2007,2485,78.83,36.0,0.0,buy
2007,9945,25.07,115.0,0.0,buy
2007,2317,144.84,20.0,0.0,buy
2007,2105,31.31,92.0,0.0,buy
2007,3045,44.02,65.0,0.0,buy
2007,2395,58.2,49.0,0.0,buy
2007,1409,9.8,295.0,0.0,buy
2007,2360,48.75,59.0,0.0,buy
2007,3452,150.21,19.0,0.0,buy
2007,1304,16.35,177.0,0.0,buy
2007,2311,25.8,112.0,0.0,buy
2007,2374,40.32,71.0,0.0,buy
2007,5371,33.68,86.0,0.0,buy
2007,1802,29.84,97.0,0.0,buy
2007,2332,51.57,56.0,0.0,buy
2007,8069,38.64,75.0,0.0,buy
2007,1326,66.97,43.0,0.0,buy
2007,2204,23.58,122.0,0.0,buy
2007,2352,32.8,88.0,0.0,buy
2007,4904,39.75,72.0,0.0,buy
2007,3474,25.22,114.0,0.0,buy
2007,2201,29.62,97.0,0.0,buy
2007,2401,41.37,70.0,0.0,buy
2007,1605,13.02,222.0,0.0,buy
2007,2607,14.36,201.0,0.0,buy
2007,2388,42.99,67.0,0.0,buy
2007,2915,26.02,111.0,0.0,buy
2007,1314,11.8,245.0,0.0,buy
2007,1303,70.59,41.0,0.0,buy
2007,9921,51.37,56.0,0.0,buy
2007,1216,33.38,86.0,0.0,buy
2007,2328,63.14,45.0,0.0,buy
2007,2412,50.44,57.0,0.0,buy
2007,2451,83.96,34.0,0.0,buy
2007,2501,14.02,206.0,0.0,buy
2007,6605,97.25,29.0,0.0,buy
2007,2603,27.33,106.0,0.0,buy
2007,2315,28.04,103.0,0.0,buy
2007,2023,10.45,277.0,0.0,buy
2007,2347,55.77,51.0,0.0,buy
2008,2449,7.12,329.0,0.0,buy
