year,stock,price,count,return,action
2006,6191,35.99,52.0,0.0,buy
2006,2606,31.76,59.0,0.0,buy
2006,2325,37.46,50.0,0.0,buy
2006,8078,74.71,25.0,0.0,buy
2006,9940,42.5,44.0,0.0,buy
2006,1434,18.97,99.0,0.0,buy
2006,2498,272.26,6.0,0.0,buy
2006,4906,49.04,38.0,0.0,buy
2006,1907,11.96,158.0,0.0,buy
2006,2101,26.76,70.0,0.0,buy
2006,2206,20.43,92.0,0.0,buy
2006,2377,19.63,96.0,0.0,buy
2006,6505,57.32,33.0,0.0,buy
2006,2409,36.92,51.0,0.0,buy
2006,3367,55.67,34.0,0.0,buy
2006,6605,76.16,24.0,0.0,buy
2006,2107,20.89,90.0,0.0,buy
2006,2603,17.16,110.0,0.0,buy
2006,2328,84.9,22.0,0.0,buy
2006,8072,103.59,18.0,0.0,buy
2006,2207,62.17,30.0,0.0,buy
2006,1301,39.74,47.0,0.0,buy
2006,2331,18.93,100.0,0.0,buy
2006,1605,15.6,121.0,0.0,buy
2006,2368,19.51,97.0,0.0,buy
2006,3062,62.01,30.0,0.0,buy
2006,3189,71.98,26.0,0.0,buy
2006,1903,55.1,34.0,0.0,buy
2006,2104,34.26,55.0,0.0,buy
2006,2347,26.18,72.0,0.0,buy
2006,1303,41.58,45.0,0.0,buy
2006,3019,117.63,16.0,0.0,buy
2006,2610,20.95,90.0,0.0,buy
2006,6176,36.33,52.0,0.0,buy
2006,2542,20.63,91.0,0.0,buy
2006,3481,47.59,39.0,0.0,buy
2006,1103,18.8,100.0,0.0,buy
2006,2605,27.15,69.0,0.0,buy
2006,3474,33.65,56.0,0.0,buy
2006,1503,31.34,60.0,0.0,buy
2006,3059,37.11,51.0,0.0,buy
2006,1101,23.78,79.0,0.0,buy
2006,2526,23.25,81.0,0.0,buy
2006,3376,124.3,15.0,0.0,buy
2006,2354,251.75,7.0,0.0,buy
2006,9945,24.63,76.0,0.0,buy
2006,2308,77.29,24.0,0.0,buy
2006,2352,26.64,71.0,0.0,buy
2006,2204,27.65,68.0,0.0,buy
2006,2704,33.7,56.0,0.0,buy
2006,2311,24.33,77.0,0.0,buy
2006,2342,58.74,32.0,0.0,buy
2006,3702,11.83,160.0,0.0,buy
2006,2340,27.99,67.0,0.0,buy
2006,5522,44.12,42.0,0.0,buy
2006,2312,11.18,169.0,0.0,buy
2006,8299,129.47,14.0,0.0,buy
2006,2015,31.2,60.0,0.0,buy
2006,2618,22.51,84.0,0.0,buy
2006,2392,83.63,22.0,0.0,buy
2006,1326,41.48,45.0,0.0,buy
2006,3010,48.23,39.0,0.0,buy
2006,2303,20.67,91.0,0.0,buy
2006,3044,84.67,22.0,0.0,buy
2006,1402,23.67,80.0,0.0,buy
2006,2350,13.83,136.0,0.0,buy
2006,3037,36.71,51.0,0.0,buy
2006,2615,16.56,114.0,0.0,buy
2006,1229,13.62,139.0,0.0,buy
2006,2411,32.57,58.0,0.0,buy
2006,2449,21.23,89.0,0.0,buy
2006,5531,28.77,65.0,0.0,buy
2006,2511,18.56,102.0,0.0,buy
2007,8299,126.93,12.0,0.0,buy
2007,3037,49.84,32.0,0.0,buy
2007,2489,23.09,70.0,0.0,buy
2007,2384,43.5,37.0,0.0,buy
2007,8163,66.37,24.0,0.0,buy
2007,5522,66.61,42.0,2938.8331999999996,sell
2007,3227,206.24,7.0,0.0,buy
2007,2006,44.62,36.0,0.0,buy
2007,2342,47.45,34.0,0.0,buy
2007,2101,30.31,70.0,811.0956,sell
2007,1103,18.98,100.0,356.824,sell
2007,2059,150.67,10.0,0.0,buy
2007,2409,53.31,30.0,0.0,buy
2007,2104,28.36,55.0,971.6135999999999,sell
2007,2227,49.43,33.0,0.0,buy
2007,9940,42.89,44.0,1822.825,sell
2007,2498,351.44,6.0,95683.0544,sell
2007,2601,64.32,25.0,0.0,buy
2007,1301,70.68,47.0,2808.8232000000003,sell
2007,2526,15.84,81.0,368.28,sell
2007,2362,39.14,42.0,0.0,buy
2007,3189,87.24,19.0,0.0,buy
2007,3044,98.62,22.0,8350.155400000001,sell
2007,1402,33.8,49.0,0.0,buy
2007,3008,382.7,4.0,0.0,buy
2007,2610,20.86,80.0,0.0,buy
2007,2392,57.01,22.0,4767.7463,sell
2007,2325,46.16,50.0,1729.1535999999999,sell
2007,1102,38.71,43.0,0.0,buy
2007,2014,15.17,110.0,0.0,buy
2007,2354,199.6,7.0,50249.299999999996,sell
2007,2308,90.43,18.0,0.0,buy
2007,2312,9.98,169.0,111.5764,sell
2007,2511,16.16,104.0,0.0,buy
2007,5387,8.7,193.0,0.0,buy
2007,9945,25.07,67.0,0.0,buy
2007,2350,16.41,136.0,226.9503,sell
2007,2105,31.31,53.0,0.0,buy
2007,2615,25.46,114.0,421.6176,sell
2007,5347,20.74,81.0,0.0,buy
2007,2376,17.9,94.0,0.0,buy
2007,2303,17.61,91.0,363.99870000000004,sell
2007,2618,22.43,84.0,504.89930000000004,sell
2007,6176,31.91,53.0,0.0,buy
2007,2002,33.48,50.0,0.0,buy
2007,8076,198.22,8.0,0.0,buy
2007,1907,10.78,158.0,128.9288,sell
2007,3009,40.59,41.0,0.0,buy
2007,3376,141.11,15.0,17539.973,sell
2007,2356,12.88,132.0,0.0,buy
2007,2360,48.75,35.0,0.0,buy
2007,3452,150.21,11.0,0.0,buy
2007,3702,27.97,61.0,0.0,buy
2007,1304,16.35,104.0,0.0,buy
2007,2340,29.81,57.0,0.0,buy
2007,2311,25.8,66.0,0.0,buy
2007,5371,33.68,50.0,0.0,buy
2007,1326,66.97,25.0,0.0,buy
2007,2204,23.58,68.0,651.987,sell
2007,2352,32.8,71.0,873.7919999999999,sell
