year,stock,price,count,return,action
2003,3012,15.27,61.0,0.0,buy
2003,1520,33.34,28.0,0.0,buy
2003,2352,47.98,19.0,0.0,buy
2003,2345,23.19,40.0,0.0,buy
2003,5522,11.86,79.0,0.0,buy
2003,9933,16.57,57.0,0.0,buy
2003,2441,14.7,64.0,0.0,buy
2003,2324,25.81,36.0,0.0,buy
2003,3024,19.4,48.0,0.0,buy
2003,2409,25.11,37.0,0.0,buy
2003,9910,15.96,59.0,0.0,buy
2003,2366,17.44,54.0,0.0,buy
2003,2915,13.44,70.0,0.0,buy
2003,2448,47.4,19.0,0.0,buy
2003,1303,26.45,35.0,0.0,buy
2003,2207,26.89,35.0,0.0,buy
2003,1216,8.95,105.0,0.0,buy
2003,2474,29.43,32.0,0.0,buy
2003,2473,38.79,24.0,0.0,buy
2003,2353,28.34,33.0,0.0,buy
2003,3019,128.82,7.0,0.0,buy
2003,2313,17.26,54.0,0.0,buy
2003,1434,8.84,107.0,0.0,buy
2003,2343,16.61,56.0,0.0,buy
2003,2381,22.17,42.0,0.0,buy
2003,2106,15.85,59.0,0.0,buy
2003,6239,20.71,45.0,0.0,buy
2003,1326,28.02,33.0,0.0,buy
2003,2492,18.83,50.0,0.0,buy
2003,2337,9.99,94.0,0.0,buy
2003,1312,14.03,67.0,0.0,buy
2003,2408,46.72,20.0,0.0,buy
2003,5371,14.48,65.0,0.0,buy
2003,2363,38.73,24.0,0.0,buy
2003,2618,20.48,46.0,0.0,buy
2003,3008,206.6,4.0,0.0,buy
2003,2332,26.02,36.0,0.0,buy
2003,1311,21.44,44.0,0.0,buy
2003,6188,71.46,13.0,0.0,buy
2003,1103,17.57,53.0,0.0,buy
2003,2394,43.02,21.0,0.0,buy
2003,1102,9.17,103.0,0.0,buy
2003,6153,24.32,38.0,0.0,buy
2003,2610,16.37,57.0,0.0,buy
2003,3222,68.53,13.0,0.0,buy
2003,1717,9.13,103.0,0.0,buy
2003,2392,31.61,29.0,0.0,buy
2003,2325,17.7,53.0,0.0,buy
2003,8008,52.33,18.0,0.0,buy
2003,2393,34.49,27.0,0.0,buy
2003,2379,60.38,15.0,0.0,buy
2003,2489,13.56,69.0,0.0,buy
2003,2029,24.82,38.0,0.0,buy
2003,2614,8.38,112.0,0.0,buy
2003,3231,14.52,65.0,0.0,buy
2003,1451,19.95,47.0,0.0,buy
2003,2312,12.62,74.0,0.0,buy
2003,6191,30.55,30.0,0.0,buy
2003,3062,27.26,34.0,0.0,buy
2003,1722,16.53,57.0,0.0,buy
2003,1710,19.47,48.0,0.0,buy
2003,2371,8.6,110.0,0.0,buy
2003,2411,28.88,32.0,0.0,buy
2003,2014,10.64,88.0,0.0,buy
2003,2010,9.32,101.0,0.0,buy
2003,2315,9.06,104.0,0.0,buy
2003,9915,28.62,33.0,0.0,buy
2003,1504,8.51,111.0,0.0,buy
2003,1319,35.22,26.0,0.0,buy
2003,6285,40.87,23.0,0.0,buy
2003,1907,8.95,105.0,0.0,buy
2003,5387,9.3,101.0,0.0,buy
2003,2327,13.93,67.0,0.0,buy
2003,2451,35.87,26.0,0.0,buy
2003,2308,23.24,40.0,0.0,buy
2003,2515,4.42,214.0,0.0,buy
2003,6235,66.85,14.0,0.0,buy
2003,2317,43.06,21.0,0.0,buy
2003,2607,9.88,95.0,0.0,buy
2003,1313,10.06,94.0,0.0,buy
2003,2349,19.71,47.0,0.0,buy
2003,2534,8.61,109.0,0.0,buy
2003,2391,36.69,25.0,0.0,buy
2003,5203,72.92,12.0,0.0,buy
2003,2350,8.85,106.0,0.0,buy
2004,2363,21.85,39.0,0.0,buy
2004,2408,56.81,20.0,2654.1632,sell
2004,3009,29.52,29.0,0.0,buy
2004,2312,10.16,85.0,0.0,buy
2004,3044,23.5,37.0,0.0,buy
2004,2394,27.08,32.0,0.0,buy
2004,2411,30.07,29.0,0.0,buy
2004,2617,16.53,52.0,0.0,buy
2004,2618,24.06,46.0,492.74879999999996,sell
