year,stock,price,count,return,action
2001,2392,40.27,17.0,0.0,buy
2001,2336,9.81,72.0,0.0,buy
2001,8008,28.8,24.0,0.0,buy
2001,2614,4.19,169.0,0.0,buy
2001,2325,15.72,45.0,0.0,buy
2001,2489,18.47,38.0,0.0,buy
2001,2105,7.68,92.0,0.0,buy
2001,6116,18.16,39.0,0.0,buy
2001,2422,18.53,38.0,0.0,buy
2001,2618,12.53,56.0,0.0,buy
2001,1716,17.37,40.0,0.0,buy
2001,2324,16.92,42.0,0.0,buy
2001,9904,9.73,73.0,0.0,buy
2001,3026,30.45,23.0,0.0,buy
2001,1102,5.14,138.0,0.0,buy
2001,2317,35.61,19.0,0.0,buy
2001,2360,11.5,61.0,0.0,buy
2001,2344,24.8,28.0,0.0,buy
2001,2394,36.76,19.0,0.0,buy
2001,3010,26.34,27.0,0.0,buy
2001,2312,12.2,58.0,0.0,buy
2001,2450,20.75,34.0,0.0,buy
2001,2905,15.08,47.0,0.0,buy
2001,5203,45.16,15.0,0.0,buy
2001,2341,83.17,8.0,0.0,buy
2001,2354,14.29,49.0,0.0,buy
2001,2345,54.31,13.0,0.0,buy
2001,1304,4.08,174.0,0.0,buy
2001,1527,19.02,37.0,0.0,buy
2001,2353,20.22,35.0,0.0,buy
2001,3041,41.93,16.0,0.0,buy
2001,2457,25.26,28.0,0.0,buy
2001,8924,31.73,22.0,0.0,buy
2001,2491,127.78,5.0,0.0,buy
2001,2313,46.69,15.0,0.0,buy
2001,2328,14.36,49.0,0.0,buy
2001,2365,10.79,65.0,0.0,buy
2001,1303,12.09,58.0,0.0,buy
2001,2301,21.6,32.0,0.0,buy
2001,2707,37.14,19.0,0.0,buy
2001,2331,77.93,9.0,0.0,buy
2001,2388,232.56,3.0,0.0,buy
2001,9921,16.23,43.0,0.0,buy
2001,2314,28.8,24.0,0.0,buy
2001,1440,2.87,247.0,0.0,buy
2001,5304,98.72,7.0,0.0,buy
2001,2451,23.09,30.0,0.0,buy
2001,2377,51.61,13.0,0.0,buy
2001,2381,32.57,21.0,0.0,buy
2001,9933,5.58,127.0,0.0,buy
2001,2480,52.6,13.0,0.0,buy
2001,9907,2.95,241.0,0.0,buy
2001,9945,5.27,134.0,0.0,buy
2001,2454,126.8,5.0,0.0,buy
2001,2610,12.22,58.0,0.0,buy
2001,2355,16.37,43.0,0.0,buy
2001,1326,9.51,74.0,0.0,buy
2001,1434,5.41,131.0,0.0,buy
2001,2343,24.9,28.0,0.0,buy
2001,2449,7.74,91.0,0.0,buy
2001,3035,45.22,15.0,0.0,buy
2001,2473,34.88,20.0,0.0,buy
2001,1520,18.54,38.0,0.0,buy
2001,2350,16.53,43.0,0.0,buy
2001,2374,11.74,60.0,0.0,buy
2001,1319,9.16,77.0,0.0,buy
2001,3045,25.09,28.0,0.0,buy
2001,5522,10.71,66.0,0.0,buy
2001,2356,9.98,71.0,0.0,buy
2002,2356,8.39,80.0,0.0,buy
2002,1304,5.78,117.0,0.0,buy
2002,2386,95.89,7.0,0.0,buy
2002,2311,10.38,65.0,0.0,buy
2002,2416,18.99,35.0,0.0,buy
2002,9921,24.45,43.0,396.8235,sell
2002,2396,13.9,48.0,0.0,buy
2002,3041,27.35,16.0,1146.7855,sell
2002,1434,8.39,131.0,45.389900000000004,sell
2002,2381,19.88,21.0,647.4916,sell
2002,2409,11.98,56.0,0.0,buy
2002,2473,30.14,22.0,0.0,buy
2002,2384,13.78,49.0,0.0,buy
2002,2345,26.95,13.0,1463.6544999999999,sell
2002,2325,8.6,78.0,0.0,buy
2002,2489,15.44,38.0,285.1768,sell
2002,1102,6.46,105.0,0.0,buy
2002,2344,14.64,28.0,363.072,sell
2002,2475,9.33,72.0,0.0,buy
2002,2618,20.98,32.0,0.0,buy
2002,9904,12.03,56.0,0.0,buy
2002,1440,5.12,247.0,14.694400000000002,sell
2002,1409,5.2,130.0,0.0,buy
2002,1313,8.62,78.0,0.0,buy
2002,3024,20.42,33.0,0.0,buy
2002,2204,43.88,15.0,0.0,buy
2002,3006,44.23,15.0,0.0,buy
2002,1522,33.01,20.0,0.0,buy
2002,2303,16.52,41.0,0.0,buy
2002,3045,19.38,35.0,0.0,buy
2002,2350,6.34,107.0,0.0,buy
2002,2377,26.1,13.0,1347.021,sell
2002,1229,5.48,124.0,0.0,buy
2002,2315,7.84,86.0,0.0,buy
2002,1314,4.14,164.0,0.0,buy
2002,2451,26.88,30.0,620.6591999999999,sell
2002,2301,22.82,32.0,492.91200000000003,sell
2002,2349,14.08,48.0,0.0,buy
2002,2317,31.46,19.0,1120.2906,sell
2002,1904,6.5,105.0,0.0,buy
2002,2609,7.14,95.0,0.0,buy
2002,2495,12.37,55.0,0.0,buy
2002,2374,13.9,60.0,163.186,sell
2002,2331,33.08,20.0,0.0,buy
2002,2707,50.19,13.0,0.0,buy
2002,1604,14.87,45.0,0.0,buy
2002,2388,77.87,8.0,0.0,buy
2002,2402,19.49,35.0,0.0,buy
2002,5471,27.92,24.0,0.0,buy
2002,9910,12.49,54.0,0.0,buy
2002,2915,14.38,47.0,0.0,buy
2002,1303,14.81,46.0,0.0,buy
2002,2207,18.57,36.0,0.0,buy
2002,2347,19.24,35.0,0.0,buy
2002,2411,17.91,38.0,0.0,buy
2002,9907,6.66,241.0,19.647000000000002,sell
2002,2201,28.54,23.0,0.0,buy
2002,1907,5.61,122.0,0.0,buy
2002,2353,15.21,35.0,307.5462,sell
2002,1504,7.32,93.0,0.0,buy
2002,2603,12.8,53.0,0.0,buy
2002,2449,8.53,80.0,0.0,buy
2002,2501,6.34,108.0,0.0,buy
2002,9915,24.99,27.0,0.0,buy
2002,2491,68.64,5.0,8770.8192,sell
2002,2327,8.3,82.0,0.0,buy
2002,1319,20.33,33.0,0.0,buy
2002,2105,14.93,92.0,114.66239999999999,sell
2002,1527,24.48,37.0,465.6096,sell
2002,2313,17.74,15.0,828.2805999999999,sell
2002,8008,34.57,19.0,0.0,buy
2002,2029,22.92,29.0,0.0,buy
2002,1723,15.93,43.0,0.0,buy
2002,2394,35.43,19.0,0.0,buy
2002,3037,11.87,57.0,0.0,buy
2002,2337,14.01,49.0,0.0,buy
2002,2329,18.77,36.0,0.0,buy
2002,2408,44.0,15.0,0.0,buy
2002,1716,15.39,40.0,267.32430000000005,sell
2002,2908,14.41,47.0,0.0,buy
2002,2392,25.37,27.0,0.0,buy
2002,1717,9.38,73.0,0.0,buy
2002,2610,15.0,58.0,183.3,sell
2002,1301,21.39,32.0,0.0,buy
2002,2328,12.86,53.0,0.0,buy
2002,2106,18.01,38.0,0.0,buy
2002,2343,12.52,54.0,0.0,buy
2002,3035,27.96,24.0,0.0,buy
2002,1726,28.54,24.0,0.0,buy
2002,1520,19.86,38.0,368.20439999999996,sell
2002,1905,8.54,80.0,0.0,buy
2002,9933,10.66,64.0,0.0,buy
2002,2382,26.34,26.0,0.0,buy
2002,2403,14.79,46.0,0.0,buy
2002,2454,90.27,7.0,0.0,buy
2002,5522,9.07,75.0,0.0,buy
2002,3008,106.23,6.0,0.0,buy
2002,2312,10.29,58.0,125.53799999999998,sell
2002,3026,20.47,33.0,0.0,buy
2002,2324,16.92,42.0,286.28640000000007,sell
2002,2015,12.27,56.0,0.0,buy
2002,5387,7.6,90.0,0.0,buy
2002,1312,12.51,55.0,0.0,buy
2002,3049,13.92,49.0,0.0,buy
2002,2458,15.87,43.0,0.0,buy
2002,2357,122.97,5.0,0.0,buy
2002,5371,11.55,59.0,0.0,buy
2002,2102,15.3,45.0,0.0,buy
2002,6116,10.35,39.0,187.956,sell
2002,3010,21.04,27.0,554.1935999999998,sell
2002,2352,36.04,19.0,0.0,buy
2002,2430,19.96,34.0,0.0,buy
2002,2354,12.33,55.0,0.0,buy
2002,5304,98.48,7.0,0.0,buy
2002,1326,16.09,74.0,153.0159,sell
2002,1101,6.56,105.0,0.0,buy
2003,3012,15.27,41.0,0.0,buy
2003,1520,33.34,19.0,0.0,buy
2003,1409,7.56,84.0,0.0,buy
2003,1905,13.01,80.0,111.10539999999999,sell
2003,2352,47.98,13.0,0.0,buy
2003,2356,9.21,80.0,77.27190000000002,sell
2003,5522,11.86,54.0,0.0,buy
2003,9933,16.57,64.0,176.6362,sell
2003,2384,17.81,49.0,245.42179999999996,sell
2003,3024,19.4,33.0,0.0,buy
2003,2409,25.11,56.0,300.8178,sell
2003,9910,15.96,40.0,0.0,buy
2003,1101,10.8,59.0,0.0,buy
2003,2915,13.44,47.0,0.0,buy
2003,1303,26.45,24.0,0.0,buy
2003,2207,26.89,23.0,0.0,buy
2003,1216,8.95,72.0,0.0,buy
2003,2474,29.43,21.0,0.0,buy
2003,2473,38.79,16.0,0.0,buy
2003,2353,28.34,22.0,0.0,buy
2003,3019,128.82,5.0,0.0,buy
2003,3035,36.58,24.0,1022.7768,sell
2003,1434,8.84,72.0,0.0,buy
2003,2382,43.97,14.0,0.0,buy
2003,2343,16.61,54.0,207.95719999999997,sell
2003,2381,22.17,29.0,0.0,buy
2003,2106,15.85,38.0,285.4585,sell
2003,2311,19.54,33.0,0.0,buy
2003,6239,20.71,31.0,0.0,buy
2003,1326,28.02,23.0,0.0,buy
2003,3037,17.59,57.0,208.7933,sell
2003,3059,20.32,31.0,0.0,buy
2003,2337,9.99,49.0,139.9599,sell
2003,1312,14.03,55.0,175.5153,sell
2003,1304,7.99,117.0,46.1822,sell
2003,2475,11.62,72.0,108.4146,sell
2003,2408,46.72,13.0,0.0,buy
2003,1723,21.56,30.0,0.0,buy
2003,5371,14.48,59.0,167.24400000000003,sell
2003,2618,20.48,31.0,0.0,buy
2003,3008,206.6,3.0,0.0,buy
2003,9904,17.09,38.0,0.0,buy
2003,1311,21.44,30.0,0.0,buy
2003,2908,13.55,47.0,195.2555,sell
2003,6188,71.46,9.0,0.0,buy
2003,2015,15.12,56.0,185.52239999999998,sell
2003,2394,43.02,19.0,1524.1986000000002,sell
2003,1102,9.17,71.0,0.0,buy
2003,5304,168.23,3.0,0.0,buy
2003,2454,143.37,4.0,0.0,buy
2003,6153,24.32,26.0,0.0,buy
2003,1301,28.58,22.0,0.0,buy
2003,2610,16.37,39.0,0.0,buy
2003,1717,9.13,73.0,85.63940000000001,sell
2003,2430,22.39,34.0,446.9044,sell
2003,2392,31.61,27.0,801.9457,sell
2003,2325,17.7,36.0,0.0,buy
2003,8008,52.33,19.0,1809.0481,sell
2003,2357,174.29,3.0,0.0,buy
2003,2029,24.82,26.0,0.0,buy
2003,2614,8.38,77.0,0.0,buy
2003,1451,19.95,32.0,0.0,buy
2003,2312,12.62,51.0,0.0,buy
2003,2605,9.86,66.0,0.0,buy
2003,1722,16.53,39.0,0.0,buy
2003,2201,30.23,21.0,0.0,buy
2003,2204,43.55,15.0,0.0,buy
2003,2371,8.6,76.0,0.0,buy
2003,2411,28.88,38.0,517.2408,sell
2003,2347,19.24,35.0,370.1775999999999,sell
2003,1507,14.96,43.0,0.0,buy
2003,9907,6.94,94.0,0.0,buy
2003,2103,7.77,84.0,0.0,buy
2003,1904,8.42,105.0,54.73,sell
2003,2609,19.17,95.0,136.87380000000002,sell
2003,2010,9.32,70.0,0.0,buy
2003,2315,9.06,72.0,0.0,buy
2003,6139,40.38,16.0,0.0,buy
2003,9915,28.62,22.0,0.0,buy
2003,2303,23.75,27.0,0.0,buy
2003,1504,8.51,77.0,0.0,buy
2003,3045,22.12,29.0,0.0,buy
2003,1319,35.22,33.0,716.0225999999999,sell
2003,2449,18.64,80.0,158.9992,sell
2003,6505,29.5,22.0,0.0,buy
2003,2603,18.05,53.0,231.04000000000002,sell
2003,6285,40.87,16.0,0.0,buy
2003,2458,22.36,43.0,354.85319999999996,sell
2003,2501,11.27,108.0,71.45179999999998,sell
2003,2002,12.07,54.0,0.0,buy
2003,1907,8.95,122.0,50.2095,sell
2003,5387,9.3,90.0,70.68,sell
2003,2327,13.93,47.0,0.0,buy
2003,1314,5.05,131.0,0.0,buy
2003,2451,35.87,18.0,0.0,buy
2003,9917,20.95,31.0,0.0,buy
2003,2515,4.42,149.0,0.0,buy
2003,1440,8.5,77.0,0.0,buy
2003,2707,73.23,9.0,0.0,buy
2003,1604,20.1,32.0,0.0,buy
2003,2331,24.74,26.0,0.0,buy
2003,2105,17.14,38.0,0.0,buy
2003,2317,43.06,15.0,0.0,buy
2003,2388,98.06,8.0,7635.9322,sell
2003,9921,23.09,28.0,0.0,buy
2003,3006,35.79,18.0,0.0,buy
2003,2402,34.33,19.0,0.0,buy
2003,2485,20.95,31.0,0.0,buy
2003,3026,27.23,33.0,557.3981,sell
2003,2416,22.33,35.0,424.04669999999993,sell
2003,2607,9.88,67.0,0.0,buy
2003,1313,10.06,66.0,0.0,buy
2003,2349,19.71,48.0,277.5168,sell
2003,2534,8.61,77.0,0.0,buy
2003,2391,36.69,18.0,0.0,buy
2003,2495,30.64,21.0,0.0,buy
2003,5203,72.92,15.0,3293.0672,sell
2003,2350,8.85,75.0,0.0,buy
2004,2408,56.81,10.0,0.0,buy
2004,3009,29.52,20.0,0.0,buy
2004,2312,10.16,51.0,128.2192,sell
2004,3044,23.5,26.0,0.0,buy
2004,2394,27.08,22.0,0.0,buy
2004,2908,13.4,46.0,0.0,buy
2004,9907,7.35,83.0,0.0,buy
2004,2618,24.06,25.0,0.0,buy
2004,1723,27.36,22.0,0.0,buy
2004,9904,15.32,40.0,0.0,buy
2004,2350,8.28,74.0,0.0,buy
2004,2015,24.24,25.0,0.0,buy
2004,1409,8.55,84.0,64.638,sell
2004,1904,9.86,62.0,0.0,buy
2004,2349,11.6,53.0,0.0,buy
