year,stock,stock_name,open_price,close_price,return
2006,2342,茂矽,14.5,58.74,4.051034482758621
2009,2542,興富發,11.42,42.91,3.7574430823117337
2009,3702,大聯大,12.4,45.92,3.703225806451613
2009,3034,聯詠,27.75,101.08,3.6425225225225226
2005,3008,大立光,127.47,404.62,3.174237075390288
2009,5522,遠雄,20.9,64.52,3.0870813397129186
2009,2101,南港,13.8,41.5,3.0072463768115942
2009,5371,中光電,15.09,43.67,2.893969516235918
2009,2327,國巨,4.08,11.7,2.867647058823529
2006,8299,群聯,45.9,129.47,2.8206971677559913
2006,2354,鴻準,90.21,251.75,2.790710564238998
2009,2376,技嘉,10.44,29.08,2.78544061302682
2009,3231,緯創,20.22,56.24,2.7814045499505444
2005,8078,華寶,33.61,93.17,2.7720916393930377
2005,3231,緯創,8.83,24.21,2.7417893544733865
2009,2317,鴻海,55.35,151.5,2.7371273712737128
2009,2324,仁寶,15.1,40.89,2.7079470198675497
2009,6286,立錡,112.7,302.57,2.684738243123336
2006,5522,遠雄,16.53,44.12,2.66908650937689
2005,2354,鴻準,34.2,90.21,2.6377192982456137
2009,2350,環電,7.7,20.2,2.623376623376623
2009,2454,聯發科,201.29,526.9,2.617616374385215
2009,3059,華晶科,25.17,65.2,2.5903853794199443
2009,2331,精英,5.65,14.61,2.5858407079646013
2009,2204,中華,8.57,22.07,2.575262543757293
2009,8078,華寶,17.11,43.85,2.562828755113969
2005,3044,健鼎,23.5,59.86,2.5472340425531916
2009,2458,義隆,22.2,55.6,2.5045045045045047
2009,9945,潤泰新,16.88,41.9,2.4822274881516586
2009,5478,智冠,82.54,203.5,2.4654712866488975
2009,6176,瑞儀,17.65,42.86,2.428328611898017
2009,2353,宏碁,39.45,92.57,2.3465145754119137
2009,2303,聯電,7.18,16.61,2.3133704735376046
2009,2536,宏普,20.86,47.51,2.2775647171620323
2009,8081,致新,78.89,178.25,2.259475218658892
2009,3062,建漢,22.0,49.7,2.2590909090909093
2009,1717,長興,13.29,29.99,2.256583897667419
2009,1722,台肥,50.49,112.33,2.2247969895028716
2006,1717,長興,13.86,30.71,2.2157287157287158
2006,1440,南紡,6.43,14.23,2.2130637636080874
2005,3037,欣興,16.1,35.3,2.1925465838509313
2006,2328,廣宇,38.88,84.9,2.183641975308642
2009,3376,新日興,66.13,143.47,2.169514592469379
2009,3008,大立光,191.47,414.13,2.162897581866611
2009,2362,藍天,23.69,50.85,2.146475306036302
2009,2382,廣達,30.61,65.56,2.141783730806926
2006,3062,建漢,29.66,62.01,2.090694538098449
2005,2454,聯發科,121.41,250.95,2.066963182604398
2009,2349,錸德,4.26,8.8,2.0657276995305165
2009,1304,台聚,8.55,17.49,2.045614035087719
2009,1314,中石化,6.22,12.4,1.9935691318327975
2006,1560,中砂,55.98,111.44,1.9907109682029296
2009,1704,榮化,18.11,36.05,1.9906129210381005
2009,1440,南紡,6.21,12.17,1.959742351046699
2006,2388,威盛,48.5,95.0,1.958762886597938
2009,1710,東聯,12.23,23.88,1.9525756336876532
2005,2325,矽品,14.97,29.22,1.9519038076152302
2009,6116,彩晶,4.28,8.31,1.941588785046729
2007,1710,東聯,16.41,31.77,1.936014625228519
2006,1736,喬山,94.78,180.46,1.9039881831610046
2006,3376,新日興,65.35,124.3,1.9020657995409336
2006,5203,訊連,65.63,122.43,1.8654578698765811
2009,1723,中碳,44.15,82.01,1.8575311438278597
2006,1504,東元,7.47,13.78,1.8447121820615797
2009,3367,英華達,17.91,32.69,1.8252372975991065
2006,1102,亞泥,12.48,22.63,1.813301282051282
2009,1313,聯成,9.18,16.37,1.78322440087146
2005,5371,中光電,17.01,30.16,1.7730746619635507
2005,2363,矽統,21.85,38.37,1.7560640732265445
2006,2385,群光,17.22,30.21,1.7543554006968642
2005,2353,宏碁,33.22,58.2,1.7519566526189043
2006,2101,南港,15.32,26.76,1.7467362924281986
2009,2208,台船,15.95,27.48,1.722884012539185
2005,2430,燦坤,17.9,30.63,1.711173184357542
2009,2014,中鴻,9.91,16.9,1.705348133198789
2006,1722,台肥,33.12,56.22,1.6974637681159421
2006,5483,中美晶,35.21,59.38,1.6864527122976427
