year,stock,price,count,return,action
2004,2363,21.85,52.0,0.0,buy
2004,3044,23.5,48.0,0.0,buy
2004,2394,27.08,42.0,0.0,buy
2004,2475,12.03,95.0,0.0,buy
2004,1409,8.55,133.0,0.0,buy
2004,2473,40.53,28.0,0.0,buy
2004,2495,26.46,43.0,0.0,buy
2004,2328,17.99,63.0,0.0,buy
2004,2542,9.61,118.0,0.0,buy
2004,6176,37.19,30.0,0.0,buy
2004,9917,27.16,42.0,0.0,buy
2004,3035,32.0,35.0,0.0,buy
2004,2331,18.05,63.0,0.0,buy
2004,2388,38.78,29.0,0.0,buy
2004,2317,56.38,20.0,0.0,buy
2004,2352,50.09,22.0,0.0,buy
2004,2451,42.94,26.0,0.0,buy
2004,2441,14.04,81.0,0.0,buy
2004,3006,45.25,25.0,0.0,buy
2004,2327,10.51,108.0,0.0,buy
2004,2332,23.55,48.0,0.0,buy
2004,2501,17.56,65.0,0.0,buy
2004,2382,34.53,33.0,0.0,buy
2004,2014,17.26,66.0,0.0,buy
2004,9915,29.97,38.0,0.0,buy
2004,2315,11.3,101.0,0.0,buy
2004,6505,36.75,31.0,0.0,buy
2004,6282,20.13,56.0,0.0,buy
2004,1229,9.0,126.0,0.0,buy
2004,2343,10.75,106.0,0.0,buy
2004,3019,117.34,9.0,0.0,buy
2004,9921,32.88,34.0,0.0,buy
2004,2207,47.64,23.0,0.0,buy
2004,9910,19.56,58.0,0.0,buy
2004,2402,32.03,35.0,0.0,buy
2004,4906,40.61,28.0,0.0,buy
2004,2534,10.36,110.0,0.0,buy
2004,2357,223.47,5.0,0.0,buy
2004,2103,7.84,145.0,0.0,buy
2004,1312,13.79,82.0,0.0,buy
2004,5371,17.01,67.0,0.0,buy
2004,2379,43.22,26.0,0.0,buy
2004,2356,8.5,134.0,0.0,buy
2004,2105,17.97,63.0,0.0,buy
2004,2547,22.44,50.0,0.0,buy
2004,2504,7.26,157.0,0.0,buy
2004,2511,7.17,159.0,0.0,buy
2004,4904,29.63,38.0,0.0,buy
2004,3010,23.62,48.0,0.0,buy
2004,2524,26.67,42.0,0.0,buy
2004,2227,82.96,13.0,0.0,buy
2004,2392,36.74,31.0,0.0,buy
2004,1451,21.34,53.0,0.0,buy
2004,9940,21.87,52.0,0.0,buy
2004,2325,14.97,76.0,0.0,buy
2004,1722,28.84,39.0,0.0,buy
2004,3008,127.47,8.0,0.0,buy
2004,2614,8.81,129.0,0.0,buy
2004,2344,12.45,91.0,0.0,buy
2004,2206,10.38,110.0,0.0,buy
2004,5522,19.54,58.0,0.0,buy
2004,2106,15.65,73.0,0.0,buy
2005,3010,41.21,48.0,973.3802000000001,sell
2005,2408,47.09,22.0,0.0,buy
2005,2312,11.29,94.0,0.0,buy
2005,2504,7.27,146.0,0.0,buy
2005,2105,14.37,74.0,0.0,buy
2005,2908,17.89,59.0,0.0,buy
2005,2526,9.56,111.0,0.0,buy
2005,2356,12.57,134.0,106.845,sell
2005,3035,39.12,27.0,0.0,buy
2005,2374,20.0,53.0,0.0,buy
2005,9917,37.59,42.0,1020.9444000000001,sell
2005,5371,30.16,35.0,0.0,buy
