date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE
2005-09-02,2807,2463030,46861810,18.95,19.1,18.9,19.1,0.25,629,2005,9.65,1.49,157.0,2998.7000000000003,1.8193651388234395,0,0
2005-09-05,2807,2059513,38918147,19.1,19.1,18.75,18.8,-0.3,339,2005,9.49,1.47,157.0,2951.6,1.790788723030401,0,0
2005-09-06,2807,1873928,35432045,18.9,19.0,18.85,18.9,0.1,399,2005,9.55,1.47,157.0,2967.2999999999997,1.8003141949614134,0,0
2005-09-07,2807,2689151,51133276,19.0,19.1,18.9,19.05,0.15,462,2005,9.62,1.49,157.0,2990.85,1.8146024028579328,0,0
2005-09-08,2807,2107126,40032427,19.1,19.15,18.9,18.9,-0.15,432,2005,9.55,1.47,157.0,2967.2999999999997,1.8003141949614134,0,0
2005-09-09,2807,3310588,62358794,19.05,19.05,18.75,18.85,-0.05,616,2005,9.52,1.47,157.0,2959.4500000000003,1.7955514589959074,0,0
2005-09-12,2807,3754815,69674524,18.85,18.85,18.3,18.7,-0.15,667,2005,9.44,1.46,157.0,2935.9,1.7812632510993882,0,0
2005-09-13,2807,3278821,61691564,18.7,18.9,18.7,18.85,0.15,576,2005,9.52,1.47,157.0,2959.4500000000003,1.7955514589959074,0,0
2005-09-14,2807,1879925,35531682,18.95,19.0,18.75,18.95,0.1,486,2005,9.57,1.48,157.0,2975.15,1.8050769309269201,0,0
2005-09-15,2807,1218958,22937045,18.95,19.0,18.75,18.75,-0.2,314,2005,9.47,1.46,157.0,2943.75,1.7860259870648945,0,0
2005-09-16,2807,1529370,28683286,18.95,18.95,18.65,18.65,-0.1,520,2005,9.42,1.45,157.0,2928.0499999999997,1.7765005151338815,0,0
2005-09-19,2807,1624945,30177326,18.7,18.75,18.5,18.5,-0.15,352,2005,9.34,1.44,157.0,2904.5,1.7622123072373626,0,0
2005-09-20,2807,4302411,80384454,18.5,18.9,18.35,18.8,0.3,612,2005,9.49,1.47,157.0,2951.6,1.790788723030401,0,0
2005-09-21,2807,1065281,20027343,18.8,18.9,18.7,18.8,0.0,417,2005,9.49,1.47,157.0,2951.6,1.790788723030401,0,0
2005-09-22,2807,4055395,75404329,18.55,18.8,18.45,18.6,-0.2,754,2005,9.39,1.45,157.0,2920.2000000000003,1.7717377791683755,0,0
2005-09-23,2807,2537284,47163800,18.4,18.7,18.4,18.6,0.0,513,2005,9.39,1.45,157.0,2920.2000000000003,1.7717377791683755,0,0
2005-09-26,2807,1332475,24676233,18.6,18.75,18.4,18.5,-0.1,393,2005,9.34,1.44,157.0,2904.5,1.7622123072373626,0,0
