date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice
2005-09-02,1218,584000,3618150,6.05,6.25,6.05,6.23,0.18,175,2005,0.0,0.6,0,0.0
2005-09-05,1218,596000,3698020,6.23,6.31,6.1,6.22,-0.01,109,2005,0.0,0.6,0,0.0
2005-09-06,1218,392000,2430278,6.29,6.29,6.11,6.21,-0.01,96,2005,0.0,0.6,0,0.0
2005-09-07,1218,346392,2143776,6.2,6.21,6.15,6.19,-0.02,74,2005,0.0,0.6,0,0.0
2005-09-08,1218,196948,1215637,6.2,6.2,6.16,6.17,-0.02,62,2005,0.0,0.6,0,0.0
2005-09-09,1218,243000,1485560,6.15,6.15,6.1,6.14,-0.03,51,2005,0.0,0.59,0,0.0
2005-09-12,1218,358111,2173367,6.18,6.18,6.02,6.03,-0.11,82,2005,0.0,0.58,0,0.0
2005-09-13,1218,159010,960139,6.03,6.08,6.02,6.03,0.0,59,2005,0.0,0.58,0,0.0
2005-09-14,1218,211800,1273884,6.03,6.06,6.0,6.03,0.0,68,2005,0.0,0.58,0,0.0
2005-09-15,1218,291574,1745057,6.03,6.03,5.93,5.96,-0.07,109,2005,0.0,0.58,0,0.0
2005-09-16,1218,536679,3180536,5.99,6.0,5.86,5.91,-0.05,107,2005,0.0,0.57,0,0.0
2005-09-19,1218,286000,1701080,5.91,6.04,5.9,5.9,-0.01,76,2005,0.0,0.57,0,0.0
2005-09-20,1218,360699,2156506,5.92,6.04,5.9,5.99,0.09,90,2005,0.0,0.58,0,0.0
2005-09-21,1218,271602,1619234,6.03,6.03,5.91,5.91,-0.08,78,2005,0.0,0.57,0,0.0
2005-09-22,1218,335783,1956537,5.86,5.93,5.8,5.81,-0.1,112,2005,0.0,0.56,0,0.0
2005-09-23,1218,179999,1050214,5.81,5.88,5.81,5.81,0.0,60,2005,0.0,0.56,0,0.0
2005-09-26,1218,176999,1025162,5.82,5.88,5.73,5.8,-0.01,62,2005,0.0,0.56,0,0.0
2005-09-27,1218,136100,783617,5.75,5.8,5.73,5.73,-0.07,52,2005,0.0,0.56,0,0.0
2005-09-28,1218,513972,2888886,5.73,5.77,5.55,5.6,-0.13,147,2005,0.0,0.54,0,0.0
2005-09-29,1218,458148,2547043,5.6,5.6,5.52,5.57,-0.03,113,2005,0.0,0.54,0,0.0
2005-09-30,1218,463001,2604223,5.6,5.66,5.6,5.66,0.09,146,2005,0.0,0.55,0,0.0
2005-10-03,1218,442636,2505023,5.67,5.7,5.65,5.68,0.02,172,2005,0.0,0.55,0,0.0
2005-10-04,1218,217337,1225891,5.65,5.7,5.62,5.63,-0.05,68,2005,0.0,0.55,0,0.0
