date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE
2005-09-02,2396,6261914,47035698,7.5,7.6,7.47,7.5,-0.05,970,2005,0.0,0.55,114.0,855.0,0.9899711866280945,0,0
2005-09-05,2396,5357083,40522466,7.6,7.65,7.51,7.52,0.02,1052,2005,0.0,0.56,114.0,857.28,0.992611109792436,0,0
2005-09-06,2396,3354478,25236560,7.58,7.59,7.47,7.51,-0.01,659,2005,0.0,0.56,114.0,856.14,0.9912911482102652,0,0
2005-09-07,2396,6442687,47913170,7.54,7.55,7.35,7.42,-0.09,935,2005,0.0,0.55,114.0,845.88,0.9794114939707281,0,0
2005-09-08,2396,7588598,56319521,7.45,7.48,7.36,7.45,0.03,1259,2005,0.0,0.55,114.0,849.3000000000001,0.9833713787172406,0,0
2005-09-09,2396,5639877,41679166,7.42,7.45,7.3,7.3,-0.15,881,2005,0.0,0.54,114.0,832.1999999999999,0.9635719549846785,0,0
2005-09-12,2396,19302079,140286108,7.35,7.37,7.15,7.3,0.0,2244,2005,0.0,0.54,114.0,832.1999999999999,0.9635719549846785,0,0
2005-09-13,2396,21163339,154807580,7.33,7.37,7.23,7.28,-0.02,2071,2005,0.0,0.54,114.0,829.9200000000001,0.9609320318203372,0,0
2005-09-14,2396,16047177,116210331,7.28,7.28,7.14,7.27,-0.01,1848,2005,0.0,0.54,114.0,828.78,0.9596120702381662,0,0
2005-09-15,2396,11373720,80148026,7.27,7.27,6.81,6.9,-0.37,1644,2005,0.0,0.51,114.0,786.6,0.9107734916978469,0,0
2005-09-16,2396,16478314,107528538,6.85,6.86,6.42,6.5,-0.4,2121,2005,0.0,0.48,114.0,741.0,0.8579750284110153,0,0
2005-09-19,2396,15407425,96076283,6.5,6.5,6.05,6.05,-0.45,1902,2005,0.0,0.45,114.0,689.6999999999999,0.7985767572133294,0,0
2005-09-20,2396,31302016,178338171,5.63,5.99,5.63,5.89,-0.16,3479,2005,0.0,0.44,114.0,671.4599999999999,0.7774573718985968,0,0
2005-09-21,2396,23546021,135834879,5.81,5.92,5.65,5.75,-0.14,2812,2005,0.0,0.43,114.0,655.5,0.7589779097482058,0,0
2005-09-22,2396,14425069,83296538,5.72,5.86,5.65,5.72,-0.03,2333,2005,0.0,0.42,114.0,652.0799999999999,0.7550180250016932,0,0
2005-09-23,2396,9325362,53539488,5.72,5.82,5.69,5.72,0.0,1327,2005,0.0,0.42,114.0,652.0799999999999,0.7550180250016932,0,0
2005-09-26,2396,8879734,53836659,5.82,6.12,5.8,6.12,0.4,1292,2005,0.0,0.45,114.0,697.6800000000001,0.8078164882885251,0,0
2005-09-27,2396,27177799,169804093,6.28,6.34,6.17,6.17,0.05,3311,2005,0.0,0.46,114.0,703.38,0.814416296199379,0,0
2005-09-28,2396,9203996,56165157,6.16,6.2,5.95,6.0,-0.17,1382,2005,0.0,0.44,114.0,684.0,0.7919769493024755,0,0
2005-09-29,2396,15411527,95569362,5.95,6.29,5.93,6.24,0.24,2169,2005,0.0,0.46,114.0,711.36,0.8236560272745745,0,0
