date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROE,ROA
2016-11-01,8466,3684000,503334500,138.0,141.5,131.0,131.5,0.0,2159,2016,0.0,0.0,6.61,869.215,31.14918885213708,17.28,25.71
2016-11-02,8466,1683764,202878560,120.0,124.5,117.5,120.0,-11.5,1085,2016,16.13,4.2,6.61,793.2,14.824228605603006,17.28,25.71
2016-11-03,8466,997250,119721750,120.5,123.5,117.0,121.0,1.0,657,2016,16.26,4.23,6.61,799.8100000000001,14.947763843983033,17.28,25.71
2016-11-04,8466,469080,56241960,119.5,121.5,117.5,119.0,-2.0,326,2016,15.99,4.16,6.61,786.59,14.70069336722298,17.28,25.71
2016-11-07,8466,664000,78307000,119.5,120.0,116.0,117.5,-1.5,432,2016,15.79,4.11,6.61,776.6750000000001,14.515390509652944,17.28,25.71
2016-11-08,8466,1750479,217358291,118.5,129.0,118.0,129.0,11.5,1227,2016,17.34,4.51,6.61,852.69,15.936045751023233,17.28,25.71
2016-11-09,8466,1640430,212347970,130.0,134.5,124.0,129.0,0.0,1261,2016,17.34,4.51,6.61,852.69,15.936045751023233,17.28,25.71
2016-11-10,8466,1044140,138863620,134.5,136.0,130.0,133.0,4.0,786,2016,17.88,4.65,6.61,879.13,16.43018670454333,17.28,25.71
2016-11-11,8466,636240,81705599,128.0,131.0,126.0,127.0,-6.0,470,2016,17.07,4.28,6.61,839.47,15.68897527426318,17.28,25.71
2016-11-14,8466,532536,68726180,130.0,130.0,127.5,129.5,2.5,355,2016,17.41,4.36,6.61,855.995,15.997813370213244,17.28,25.71
2016-11-15,8466,232075,29877250,129.5,129.5,128.0,128.5,-1.0,194,2016,17.27,4.33,6.61,849.385,15.874278131833218,17.28,25.71
2016-11-16,8466,250006,31931286,129.0,129.5,126.5,127.0,-1.5,206,2016,17.07,4.28,6.61,839.47,15.68897527426318,17.28,25.71
2016-11-17,8466,277100,34773449,128.0,128.0,124.5,125.5,-1.5,207,2016,16.87,4.23,6.61,829.5550000000001,15.503672416693144,17.28,25.71
