date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE
2007-01-02,3325,208,10208,49.9,49.9,48.7,48.8,-0.6,94,2007,16.38,2.2,5.57,271.816,1.3180376263529938,0,0
2007-01-03,3325,192,9266,49.3,49.5,47.7,48.3,-0.5,111,2007,16.21,2.18,5.57,269.031,1.3045331424764266,0,0
2007-01-04,3325,679,32766,48.5,49.1,47.5,48.8,0.5,217,2007,16.38,2.2,5.57,271.816,1.3180376263529938,0,0
2007-01-05,3325,1762,87763,48.8,50.6,48.8,50.3,1.5,456,2007,16.88,2.27,5.57,280.171,1.3585510779826968,0,0
2007-01-08,3325,3280,173086,50.3,53.8,50.1,53.2,2.9,1307,2007,17.85,2.4,5.57,296.324,1.4368770844667886,0,0
2007-01-09,3325,1628,85716,53.2,53.6,51.7,52.1,-1.1,570,2007,17.48,2.35,5.57,290.197,1.40716721993834,0,0
2007-01-10,3325,1115,58865,52.0,53.8,52.0,52.6,0.5,409,2007,17.65,2.37,5.57,292.982,1.420671703814908,0,0
2007-01-11,3325,826,43074,53.4,53.4,50.6,51.8,-0.8,277,2007,17.38,2.33,5.57,288.526,1.3990645296123996,0,0
2007-01-12,3325,586,30939,52.0,53.3,51.9,53.0,1.2,236,2007,17.79,2.39,5.57,295.21000000000004,1.4314752909161619,0,0
2007-01-15,3325,1226,65232,53.3,54.0,52.5,54.0,1.0,346,2007,18.12,2.43,5.57,300.78000000000003,1.458484258669297,0,0
2007-01-16,3325,469,24904,54.5,54.5,52.5,52.9,-1.1,187,2007,17.75,2.38,5.57,294.653,1.4287743941408482,0,0
2007-01-17,3325,416,22029,52.5,53.9,52.2,53.7,0.8,161,2007,18.02,2.42,5.57,299.10900000000004,1.4503815683433565,0,0
2007-01-18,3325,275,14726,53.7,54.0,53.0,53.1,-0.6,117,2007,17.82,2.39,5.57,295.767,1.4341761876914751,0,0
2007-01-19,3325,231,12310,53.0,53.6,53.0,53.4,0.3,86,2007,17.92,2.41,5.57,297.438,1.4422788780174156,0,0
2007-01-22,3325,667,35348,53.8,54.0,52.0,52.2,-1.2,206,2007,17.52,2.35,5.57,290.754,1.4098681167136535,0,0
2007-01-23,3325,267,13873,52.0,52.7,51.5,52.2,0.0,115,2007,17.52,2.35,5.57,290.754,1.4098681167136535,0,0
2007-01-24,3325,287,15097,53.0,53.0,52.0,52.2,0.0,96,2007,17.52,2.35,5.57,290.754,1.4098681167136535,0,0
2007-01-25,3325,796,42500,53.0,54.1,52.7,53.0,0.8,313,2007,17.79,2.39,5.57,295.21000000000004,1.4314752909161619,0,0
2007-01-26,3325,459,24044,53.0,53.0,52.0,52.8,-0.2,159,2007,17.72,2.38,5.57,294.096,1.4260734973655347,0,0
2007-01-29,3325,373,19662,53.0,53.1,52.2,52.2,-0.6,81,2007,17.52,2.35,5.57,290.754,1.4098681167136535,0,0
2007-01-30,3325,248,12776,52.5,52.5,50.6,50.8,-1.4,112,2007,17.05,2.29,5.57,282.956,1.3720555618592645,0,0
2007-01-31,3325,516,25485,51.0,51.0,47.5,50.0,-0.8,184,2007,16.78,2.25,5.57,278.5,1.3504483876567563,0,0
2007-02-01,3325,152,7503,49.7,50.0,48.7,49.0,-1.0,79,2007,16.44,2.21,5.57,272.93,1.3234394199036212,0,0
2007-02-02,3325,157,7773,49.3,49.7,49.0,49.0,0.0,45,2007,16.44,2.21,5.57,272.93,1.3095990399568538,0,0
2007-02-05,3325,129,6291,49.0,49.2,48.5,49.0,0.0,67,2007,16.44,2.21,5.57,272.93,1.3095990399568538,0,0
