date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROE,ROA
2005-09-02,6133,113000,2043400,17.9,18.3,17.85,18.15,0.0,44,2005,16.65,1.33,8.2,148.82999999999998,1.0358586811193649,7.0,12.0
2005-09-05,6133,23500,423375,18.15,18.15,18.0,18.1,-0.05,9,2005,16.61,1.32,8.2,148.42,1.0330050759372178,7.0,12.0
2005-09-06,6133,95800,1721350,18.0,18.2,17.9,18.15,0.05,33,2005,16.65,1.33,8.2,148.82999999999998,1.0358586811193649,7.0,12.0
2005-09-07,6133,92300,1657113,18.0,18.05,17.9,17.9,-0.25,32,2005,16.42,1.31,8.2,146.77999999999997,1.0215906552086298,7.0,12.0
2005-09-08,6133,99000,1771650,18.0,18.05,17.8,18.0,0.1,39,2005,16.51,1.32,8.2,147.6,1.027297865572924,7.0,12.0
2005-09-09,6133,236000,4280000,18.0,18.35,17.75,18.35,0.35,72,2005,16.83,1.34,8.2,150.47,1.0472731018479529,7.0,12.0
2005-09-12,6133,33000,601550,18.3,18.35,18.1,18.2,-0.15,13,2005,16.7,1.33,8.2,149.23999999999998,1.0387122863015117,7.0,12.0
2005-09-13,6133,41000,734050,18.0,18.0,17.8,18.0,-0.2,29,2005,16.51,1.32,8.2,147.6,1.027297865572924,7.0,12.0
2005-09-14,6133,54000,968350,17.9,18.15,17.8,17.85,-0.15,29,2005,16.38,1.3,8.2,146.37,1.0187370500264827,7.0,12.0
2005-09-15,6133,51883,922531,17.85,17.9,17.6,17.85,0.0,24,2005,16.38,1.3,8.2,146.37,1.0187370500264827,7.0,12.0
2005-09-16,6133,74000,1298850,17.5,17.85,17.3,17.85,0.0,37,2005,16.38,1.3,8.2,146.37,1.0187370500264827,7.0,12.0
2005-09-19,6133,69000,1225500,17.6,17.85,17.6,17.85,0.0,19,2005,16.38,1.3,8.2,146.37,1.0187370500264827,7.0,12.0
2005-09-20,6133,130000,2288600,17.7,17.8,17.5,17.8,-0.05,56,2005,16.33,1.3,8.2,145.95999999999998,1.0158834448443357,7.0,12.0
2005-09-21,6133,134332,2380179,17.5,17.8,17.4,17.8,0.0,27,2005,16.33,1.3,8.2,145.95999999999998,1.0158834448443357,7.0,12.0
2005-09-22,6133,82583,1453624,17.6,17.85,17.3,17.85,0.05,37,2005,16.38,1.3,8.2,146.37,1.0187370500264827,7.0,12.0
2005-09-23,6133,68136,1201063,17.7,17.9,17.35,17.5,-0.35,41,2005,16.06,1.28,8.2,143.5,0.9987618137514538,7.0,12.0
2005-09-26,6133,175954,3074674,17.5,17.7,17.3,17.7,0.2,100,2005,16.24,1.29,8.2,145.14,1.0101762344800416,7.0,12.0
2005-09-27,6133,106984,1875981,17.7,17.7,17.45,17.7,0.0,50,2005,16.24,1.29,8.2,145.14,1.0101762344800416,7.0,12.0
2005-09-28,6133,169750,3017004,17.4,17.95,17.4,17.95,0.25,74,2005,16.47,1.31,8.2,147.18999999999997,1.0244442603907766,7.0,12.0
2005-09-29,6133,46449,823516,17.75,17.8,17.6,17.8,-0.15,29,2005,16.33,1.3,8.2,145.95999999999998,1.0158834448443357,7.0,12.0
2005-09-30,6133,97657,1718667,17.7,17.7,17.5,17.6,-0.2,57,2005,16.15,1.29,8.2,144.32,1.004469024115748,7.0,12.0
2005-10-03,6133,180866,3198070,17.9,17.9,17.5,17.7,0.1,73,2005,16.24,1.29,8.2,145.14,1.0258635800758829,7.0,12.0
2005-10-04,6133,66422,1170955,17.6,17.8,17.55,17.55,-0.15,62,2005,16.1,1.28,8.2,143.91,1.0171698209226976,7.0,12.0
2005-10-05,6133,102544,1802867,17.7,17.7,17.5,17.7,0.15,60,2005,16.24,1.29,8.2,145.14,1.0258635800758829,7.0,12.0
2005-10-06,6133,45147,792251,17.6,17.65,17.4,17.65,-0.05,41,2005,16.19,1.29,8.2,144.73,1.0229656603581545,7.0,12.0
2005-10-07,6133,118092,2095473,17.55,17.9,17.55,17.9,0.25,60,2005,16.42,1.31,8.2,146.77999999999997,1.037455258946797,7.0,12.0
2005-10-11,6133,53733,958053,17.9,17.9,17.65,17.85,-0.05,37,2005,16.38,1.3,8.2,146.37,1.0345573392290686,7.0,12.0
2005-10-12,6133,59064,1049003,17.65,17.85,17.65,17.85,0.0,57,2005,16.38,1.3,8.2,146.37,1.0345573392290686,7.0,12.0
2005-10-13,6133,121781,2156436,17.65,17.75,17.5,17.75,-0.1,35,2005,16.28,1.3,8.2,145.54999999999998,1.0287614997936114,7.0,12.0
2005-10-14,6133,400663,7129458,17.8,17.9,17.7,17.9,0.15,88,2005,16.42,1.31,8.2,146.77999999999997,1.037455258946797,7.0,12.0
2005-10-17,6133,439819,7899785,17.8,18.05,17.8,17.9,0.0,103,2005,16.42,1.31,8.2,146.77999999999997,1.037455258946797,7.0,12.0
2005-10-18,6133,142801,2535114,18.0,18.0,17.6,17.7,-0.2,52,2005,16.24,1.29,8.2,145.14,1.0258635800758829,7.0,12.0
2005-10-19,6133,173000,3029950,17.6,17.65,17.3,17.65,-0.05,65,2005,16.19,1.29,8.2,144.73,1.0229656603581545,7.0,12.0
2005-10-20,6133,164001,2858917,17.35,17.6,17.2,17.6,-0.05,69,2005,16.15,1.29,8.2,144.32,1.0200677406404262,7.0,12.0
2005-10-21,6133,20863,362557,17.6,17.6,17.1,17.4,-0.2,24,2005,15.96,1.27,8.2,142.67999999999998,1.008476061769512,7.0,12.0
2005-10-24,6133,247800,4376446,17.1,17.75,17.1,17.75,0.35,75,2005,16.28,1.3,8.2,145.54999999999998,1.0287614997936114,7.0,12.0
2005-10-25,6133,49000,858850,17.7,17.7,17.3,17.3,-0.45,31,2005,15.87,1.26,8.2,141.86,1.0026802223340554,7.0,12.0
2005-10-26,6133,141101,2415576,17.4,17.4,17.0,17.2,-0.1,89,2005,15.78,1.26,8.2,141.04,0.9968843828985983,7.0,12.0
2005-10-27,6133,184859,3124445,16.8,17.2,16.7,17.0,-0.2,53,2005,15.6,1.24,8.2,139.39999999999998,0.9852927040276842,7.0,12.0
2005-10-28,6133,126353,2131818,17.0,17.0,16.7,16.95,-0.05,38,2005,15.55,1.24,8.2,138.98999999999998,0.9823947843099556,7.0,12.0
2005-10-31,6133,310877,5176383,16.75,16.95,16.0,16.9,-0.05,121,2005,15.5,1.24,8.2,138.57999999999998,0.9794968645922272,7.0,12.0
2005-11-01,6133,237016,3980785,16.8,16.85,16.5,16.8,-0.1,39,2005,15.41,1.16,8.2,137.76,0.9737010251567704,7.0,12.0
2005-11-02,6133,301935,5019667,16.7,16.8,16.25,16.75,-0.05,64,2005,17.27,1.15,8.2,137.35,0.960929656590956,7.0,12.0
2005-11-03,6133,132299,2183639,16.7,16.7,16.35,16.65,-0.1,50,2005,17.16,1.15,8.2,136.52999999999997,0.955192763118771,7.0,12.0
2005-11-04,6133,187800,3098946,16.5,16.65,16.3,16.6,-0.05,62,2005,17.11,1.14,8.2,136.12,0.9523243163826788,7.0,12.0
2005-11-07,6133,49322,801922,16.6,16.6,16.15,16.2,-0.4,46,2005,16.7,1.11,8.2,132.83999999999995,0.9293767424939392,7.0,12.0
2005-11-08,6133,144999,2339643,16.2,16.35,15.9,16.0,-0.2,55,2005,16.49,1.1,8.2,131.2,0.9179029555495699,7.0,12.0
2005-11-09,6133,165038,2659311,16.0,16.25,16.0,16.25,0.25,72,2005,16.75,1.12,8.2,133.25,0.932245189230032,7.0,12.0
2005-11-10,6133,102401,1660545,16.3,16.3,16.05,16.3,0.05,39,2005,16.8,1.12,8.2,133.66,0.9351136359661243,7.0,12.0
2005-11-11,6133,493560,8388435,16.3,17.4,16.3,17.4,1.1,193,2005,17.94,1.2,8.2,142.67999999999998,0.998219464160157,7.0,12.0
2005-11-14,6133,173721,3045244,17.6,17.7,17.4,17.45,0.05,91,2005,17.99,1.2,8.2,143.08999999999995,1.0010879108962494,7.0,12.0
2005-11-15,6133,59000,1019508,17.45,17.45,17.1,17.1,-0.35,36,2005,17.63,1.18,8.2,140.22,0.9810087837436028,7.0,12.0
2005-11-16,6133,83900,1435107,17.3,17.3,17.0,17.2,0.1,37,2005,17.73,1.18,8.2,141.04,0.9867456772157877,7.0,12.0
2005-11-17,6133,19482,333002,17.25,17.25,17.0,17.0,-0.2,19,2005,17.53,1.17,8.2,139.39999999999998,0.9752718902714178,7.0,12.0
2005-11-18,6133,109578,1893231,17.1,17.5,17.1,17.4,0.4,60,2005,17.94,1.2,8.2,142.67999999999998,0.998219464160157,7.0,12.0
2005-11-21,6133,69541,1202194,17.45,17.45,17.2,17.3,-0.1,37,2005,17.84,1.19,8.2,141.86,0.9924825706879726,7.0,12.0
