date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE
2007-01-02,8929,0,1,7.46,7.46,6.94,6.94,0.0,1,2007,0.0,1.08,1.92,13.3248,0.21503717415125612,0,0
2007-01-03,8929,0,0,7.46,7.46,6.94,6.94,0.0,0,2007,0.0,1.08,1.92,13.3248,0.21503717415125612,0,0
2007-01-04,8929,9,67,7.42,7.42,7.42,7.42,0.48,9,2007,0.0,1.15,1.92,14.2464,0.2299100622769914,0,0
2007-01-05,8929,0,0,7.42,7.42,7.42,7.42,0.0,0,2007,0.0,1.15,1.92,14.2464,0.2299100622769914,0,0
2007-01-08,8929,5,36,6.91,7.42,6.91,7.42,0.0,6,2007,0.0,1.15,1.92,14.2464,0.2299100622769914,0,0
2007-01-09,8929,6,43,6.91,7.4,6.91,7.4,-0.02,7,2007,0.0,1.15,1.92,14.208,0.22929035860508576,0,0
2007-01-10,8929,0,0,6.91,7.4,6.91,7.4,0.0,0,2007,0.0,1.15,1.92,14.208,0.22929035860508576,0,0
2007-01-11,8929,3,22,7.74,7.74,6.89,7.39,-0.01,3,2007,0.0,1.15,1.92,14.188799999999999,0.22898050676913295,0,0
2007-01-12,8929,1,7,7.39,7.39,7.39,7.39,0.0,1,2007,0.0,1.15,1.92,14.188799999999999,0.22898050676913295,0,0
2007-01-15,8929,0,0,7.39,7.39,7.39,7.39,0.0,0,2007,0.0,1.15,1.92,14.188799999999999,0.22898050676913295,0,0
2007-01-16,8929,0,0,7.39,7.39,7.39,7.39,0.0,0,2007,0.0,1.15,1.92,14.188799999999999,0.22898050676913295,0,0
2007-01-17,8929,0,1,7.39,7.39,7.39,7.39,0.0,1,2007,0.0,1.15,1.92,14.188799999999999,0.22898050676913295,0,0
2007-01-18,8929,3,22,6.88,7.38,6.88,7.38,-0.01,5,2007,0.0,1.15,1.92,14.169599999999999,0.22867065493318012,0,0
2007-01-19,8929,2,14,6.87,6.87,6.87,6.87,-0.51,2,2007,0.0,1.07,1.92,13.1904,0.21286821129958639,0,0
2007-01-22,8929,3,20,6.47,7.26,6.47,7.26,0.39,2,2007,0.0,1.13,1.92,13.9392,0.2249524329017463,0,0
2007-01-23,8929,3,21,6.76,7.19,6.76,7.19,-0.07,3,2007,0.0,1.12,1.92,13.8048,0.22278347005007657,0,0
2007-01-24,8929,0,0,6.76,7.19,6.76,7.19,0.0,0,2007,0.0,1.12,1.92,13.8048,0.22278347005007657,0,0
2007-01-25,8929,0,0,6.76,7.19,6.76,7.19,0.0,0,2007,0.0,1.12,1.92,13.8048,0.22278347005007657,0,0
2007-01-26,8929,1,7,7.43,7.43,7.43,7.43,0.24,1,2007,0.0,1.15,1.92,14.2656,0.23021991411294424,0,0
2007-01-29,8929,0,0,7.43,7.43,7.43,7.43,0.0,0,2007,0.0,1.15,1.92,14.2656,0.23021991411294424,0,0
2007-01-30,8929,0,0,7.43,7.43,7.43,7.43,0.0,0,2007,0.0,1.14,1.92,14.2656,0.23021991411294424,0,0
2007-01-31,8929,0,0,7.43,7.43,7.43,7.43,0.0,0,2007,0.0,1.14,1.92,14.2656,0.23021991411294424,0,0
2007-02-01,8929,1,8,7.54,7.54,7.54,7.54,0.21,1,2007,0.0,1.17,1.92,14.476799999999999,0.23362828430842522,0,0
2007-02-02,8929,4,29,7.02,7.41,7.02,7.41,-0.13,3,2007,0.0,1.15,1.92,14.2272,0.23286402189319863,0,0
2007-02-05,8929,0,0,7.02,7.41,7.02,7.41,0.0,0,2007,0.0,1.15,1.92,14.2272,0.23286402189319863,0,0
2007-02-06,8929,0,0,7.02,7.41,7.02,7.41,0.0,0,2007,0.0,1.15,1.92,14.2272,0.23286402189319863,0,0
2007-02-07,8929,3,21,6.9,7.4,6.9,7.4,-0.01,3,2007,0.0,1.15,1.92,14.208,0.23254976545339676,0,0
2007-02-08,8929,4,28,6.89,7.28,6.89,7.28,-0.12,4,2007,0.0,1.13,1.92,13.9776,0.2287786881757741,0,0
2007-02-09,8929,4,28,6.79,7.18,6.78,7.18,-0.1,3,2007,0.0,1.11,1.92,13.785599999999999,0.22563612377775522,0,0
2007-02-12,8929,0,0,6.79,7.18,6.78,7.18,0.0,0,2007,0.0,1.11,1.92,13.785599999999999,0.22563612377775522,0,0
2007-02-13,8929,1,10,7.42,7.42,7.42,7.42,0.24,2,2007,0.0,1.15,1.92,14.2464,0.23317827833300053,0,0
2007-02-14,8929,0,0,7.42,7.42,7.42,7.42,0.0,0,2007,0.0,1.15,1.92,14.2464,0.23317827833300053,0,0
2007-02-26,8929,10,73,7.59,7.59,7.0,7.42,0.0,7,2007,0.0,1.15,1.92,14.2464,0.23317827833300053,0,0
2007-02-27,8929,4,29,7.41,7.41,7.08,7.08,-0.34,4,2007,0.0,1.1,1.92,13.5936,0.22249355937973636,0,0
2007-03-01,8929,9,60,6.59,6.97,6.59,6.97,-0.11,6,2007,0.0,1.08,1.92,13.382399999999999,0.21903673854191558,0,0
2007-03-02,8929,1,7,7.28,7.28,7.28,7.28,0.31,1,2007,0.0,1.13,1.92,13.9776,0.22877644147358636,0,0
2007-03-05,8929,9,68,7.24,7.7,7.24,7.7,0.43,7,2007,0.0,1.2,1.92,14.783999999999999,0.24197508232783171,0,0
2007-03-06,8929,7,56,7.7,7.7,7.69,7.69,-0.01,6,2007,0.0,1.19,1.92,14.764800000000001,0.24166082897415922,0,0
2007-03-07,8929,2,15,7.69,7.69,7.69,7.69,0.0,1,2007,0.0,1.19,1.92,14.764800000000001,0.24166082897415922,0,0
2007-03-08,8929,0,2,7.69,7.69,7.69,7.69,0.0,2,2007,0.0,1.19,1.92,14.764800000000001,0.24166082897415922,0,0
2007-03-09,8929,2,15,7.68,7.68,7.68,7.68,-0.01,2,2007,0.0,1.19,1.92,14.7456,0.2413465756204867,0,0
2007-03-12,8929,7,50,7.15,7.17,7.15,7.15,-0.53,5,2007,0.0,1.11,1.92,13.728,0.22469114787584374,0,0
2007-03-13,8929,3,22,7.48,7.48,7.48,7.48,0.33,1,2007,0.0,1.16,1.92,14.361600000000001,0.23506150854703653,0,0
2007-03-14,8929,7,50,7.4,7.4,7.01,7.01,-0.47,4,2007,0.0,1.09,1.92,13.4592,0.22029160092442862,0,0
2007-03-15,8929,0,2,7.4,7.4,7.01,7.01,0.0,1,2007,0.0,1.09,1.92,13.4592,0.22029160092442862,0,0
2007-03-16,8929,5,35,7.01,7.01,6.74,7.01,0.0,3,2007,0.0,1.09,1.92,13.4592,0.22029160092442862,0,0
2007-03-19,8929,5,35,7.35,7.35,6.75,7.19,0.18,3,2007,0.0,1.12,1.92,13.8048,0.22594816129053377,0,0
2007-03-20,8929,4,29,7.18,7.18,7.17,7.17,-0.02,4,2007,0.0,1.11,1.92,13.766399999999999,0.22531965458318876,0,0
2007-03-21,8929,0,0,7.18,7.18,7.17,7.17,0.0,0,2007,0.0,1.11,1.92,13.766399999999999,0.22531965458318876,0,0
2007-03-22,8929,3,22,7.35,7.35,7.35,7.35,0.18,5,2007,0.0,1.14,1.92,14.111999999999998,0.23097621494929385,0,0
2007-03-23,8929,7,56,7.5,7.5,7.4,7.4,0.05,5,2007,0.0,1.15,1.92,14.208,0.23254748171765646,0,0
2007-03-26,8929,0,0,7.5,7.5,7.4,7.4,0.0,0,2007,0.0,1.15,1.92,14.208,0.23254748171765646,0,0
2007-03-27,8929,3,21,6.89,7.48,6.89,7.48,0.08,2,2007,0.0,1.16,1.92,14.361600000000001,0.23506150854703653,0,0
2007-03-28,8929,1,8,7.2,7.2,7.2,7.2,-0.28,2,2007,0.0,1.12,1.92,13.824,0.2262624146442063,0,0
2007-03-29,8929,0,0,7.2,7.2,7.2,7.2,0.0,1,2007,0.0,1.12,1.92,13.824,0.2262624146442063,0,0
2007-03-30,8929,9,70,7.5,7.7,7.5,7.55,0.35,10,2007,0.0,1.17,1.92,14.495999999999999,0.23726128202274407,0,0
2007-04-02,8929,2,15,7.5,7.5,7.5,7.5,-0.05,2,2007,0.0,1.16,1.92,14.399999999999999,0.23627279663311265,0,0
2007-04-03,8929,0,0,7.5,7.5,7.5,7.5,0.0,0,2007,0.0,1.16,1.92,14.399999999999999,0.23627279663311265,0,0
2007-04-04,8929,0,0,7.5,7.5,7.5,7.5,0.0,0,2007,0.0,1.16,1.92,14.399999999999999,0.23627279663311265,0,0
2007-04-09,8929,0,0,7.5,7.5,7.5,7.5,0.0,0,2007,0.0,1.16,1.92,14.399999999999999,0.23627279663311265,0,0
2007-04-10,8929,0,0,7.5,7.5,7.5,7.5,0.0,0,2007,0.0,1.16,1.92,14.399999999999999,0.23627279663311265,0,0
2007-04-11,8929,0,0,7.5,7.5,7.5,7.5,0.0,0,2007,0.0,1.16,1.92,14.399999999999999,0.23627279663311265,0,0
2007-04-12,8929,0,0,7.5,7.5,7.5,7.5,0.0,0,2007,0.0,1.16,1.92,14.399999999999999,0.23627279663311265,0,0
2007-04-13,8929,0,0,7.5,7.5,7.5,7.5,0.0,0,2007,0.0,1.16,1.92,14.399999999999999,0.23627279663311265,0,0
