date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice
2005-09-02,1524,5780318,118997930,21.1,21.1,20.05,20.15,-1.05,1279,2005,13.71,1.59,0,0.0
2005-09-05,1524,7414213,155994456,20.25,21.5,20.25,20.95,0.8,1755,2005,14.25,1.65,0,0.0
2005-09-06,1524,4159351,85566013,20.95,21.0,20.1,20.4,-0.55,954,2005,13.88,1.61,0,0.0
2005-09-07,1524,5772773,119974809,20.45,21.0,20.45,21.0,0.6,1394,2005,14.29,1.66,0,0.0
2005-09-08,1524,3933671,82033743,21.2,21.3,20.2,20.8,-0.2,932,2005,14.15,1.64,0,0.0
2005-09-09,1524,6149352,129879781,21.0,21.5,20.65,21.1,0.3,1686,2005,14.35,1.67,0,0.0
2005-09-12,1524,3477167,72472175,21.3,21.4,20.55,20.55,-0.55,905,2005,13.98,1.62,0,0.0
2005-09-13,1524,15429627,332402579,20.6,21.95,20.55,20.55,0.0,3561,2005,13.98,1.62,0,0.0
2005-09-14,1524,6446000,128156576,20.5,20.55,19.3,20.3,-0.25,1888,2005,13.81,1.6,0,0.0
2005-09-15,1524,2816000,55678650,20.1,20.2,19.35,19.45,-0.85,919,2005,13.23,1.54,0,0.0
2005-09-16,1524,4808632,93895872,19.45,19.85,19.3,19.45,0.0,1388,2005,13.23,1.54,0,0.0
2005-09-19,1524,2797014,54519370,19.7,19.85,19.2,19.6,0.15,914,2005,13.33,1.55,0,0.0
2005-09-20,1524,3044552,60324812,19.4,20.1,19.35,20.1,0.5,905,2005,13.67,1.59,0,0.0
2005-09-21,1524,2292248,45326280,20.1,20.1,19.5,19.5,-0.6,595,2005,13.27,1.54,0,0.0
2005-09-22,1524,1584787,30982215,19.4,19.8,19.4,19.7,0.2,509,2005,13.4,1.56,0,0.0
2005-09-23,1524,1843523,36090498,19.7,19.9,19.3,19.7,0.0,541,2005,13.4,1.56,0,0.0
2005-09-26,1524,1681269,33403606,19.95,20.15,19.6,19.65,-0.05,644,2005,13.37,1.55,0,0.0
2005-09-27,1524,2924668,58467316,19.8,20.1,19.75,19.85,0.2,925,2005,13.5,1.57,0,0.0
2005-09-28,1524,2795660,54349497,19.95,20.0,19.2,19.25,-0.6,857,2005,13.1,1.52,0,0.0
2005-09-29,1524,3516561,66062008,19.25,19.25,18.4,19.0,-0.25,905,2005,12.93,1.5,0,0.0
2005-09-30,1524,1607282,30286534,18.95,19.0,18.7,18.9,-0.1,655,2005,12.86,1.49,0,0.0
2005-10-03,1524,2879417,56075321,19.3,19.75,18.9,19.5,0.6,1057,2005,13.27,1.54,0,0.0
2005-10-04,1524,1680478,32809342,19.7,19.8,19.15,19.25,-0.25,611,2005,13.1,1.52,0,0.0
2005-10-05,1524,1871722,35573077,19.35,19.35,18.75,19.0,-0.25,636,2005,12.93,1.5,0,0.0
2005-10-06,1524,1042367,19807315,18.8,19.15,18.8,19.0,0.0,354,2005,12.93,1.5,0,0.0
2005-10-07,1524,1233857,23328833,19.2,19.25,18.8,18.95,-0.05,352,2005,12.89,1.5,0,0.0
2005-10-11,1524,629766,11884526,18.95,19.0,18.8,18.85,-0.1,238,2005,12.82,1.49,0,0.0
2005-10-12,1524,4958770,99611334,19.6,20.15,19.6,20.15,1.3,1036,2005,13.71,1.59,0,0.0
2005-10-13,1524,4272214,84151569,20.15,20.15,19.3,19.5,-0.65,1236,2005,13.27,1.54,0,0.0
2005-10-14,1524,11751958,242936528,19.8,20.85,19.8,20.8,1.3,2725,2005,14.15,1.64,0,0.0
2005-10-17,1524,4575829,93303663,20.95,21.1,19.8,20.25,-0.55,1408,2005,13.78,1.6,0,0.0
2005-10-18,1524,5773842,120828841,20.7,21.4,20.3,21.35,1.1,1968,2005,14.52,1.69,0,0.0
2005-10-19,1524,3657974,76543151,21.15,21.15,20.7,20.75,-0.6,1190,2005,14.12,1.64,0,0.0
2005-10-20,1524,3979378,82045800,21.0,21.3,20.1,20.6,-0.15,1248,2005,14.01,1.63,0,0.0
2005-10-21,1524,2630386,54395358,20.2,21.1,20.1,20.35,-0.25,862,2005,13.84,1.61,0,0.0
2005-10-24,1524,2260055,46128727,20.8,20.8,20.15,20.15,-0.2,757,2005,13.71,1.59,0,0.0
2005-10-25,1524,2127624,42834303,20.5,20.5,19.8,19.85,-0.3,668,2005,13.5,1.57,0,0.0
2005-10-26,1524,8075603,165929101,20.0,21.1,19.95,20.0,0.15,2033,2005,13.61,1.58,0,0.0
2005-10-27,1524,3060698,61484314,20.0,20.4,19.8,19.9,-0.1,1072,2005,13.54,1.57,0,0.0
2005-10-28,1524,1912095,38238626,19.8,20.2,19.8,20.1,0.2,627,2005,13.67,1.59,0,0.0
2005-10-31,1524,2254771,45734475,20.1,20.6,20.0,20.25,0.15,642,2005,13.78,1.6,0,0.0
2005-11-01,1524,1849590,37174755,20.25,20.4,19.95,20.2,-0.05,512,2005,13.74,1.56,0,0.0
2005-11-02,1524,3895955,76294234,20.2,20.2,19.0,19.9,-0.3,1102,2005,19.51,1.54,0,0.0
2005-11-03,1524,1510207,29532695,19.6,19.9,19.35,19.5,-0.4,500,2005,19.12,1.51,0,0.0
2005-11-04,1524,1646458,31525125,19.5,19.5,19.0,19.1,-0.4,611,2005,18.73,1.48,0,0.0
2005-11-07,1524,1897189,35612141,19.0,19.1,18.65,18.7,-0.4,499,2005,18.33,1.45,0,0.0
2005-11-08,1524,2204606,42050068,19.0,19.4,18.8,18.8,0.1,756,2005,18.43,1.46,0,0.0
2005-11-09,1524,2611011,48766401,18.8,18.95,18.55,18.55,-0.25,753,2005,18.19,1.44,0,0.0
2005-11-10,1524,1551964,29059729,18.6,18.9,18.55,18.7,0.15,561,2005,18.33,1.45,0,0.0
2005-11-11,1524,3749045,72261878,18.9,19.65,18.7,19.35,0.65,1139,2005,18.97,1.5,0,0.0
