date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,PER,PBR,year,equity,mkPrice
2005-10-11,1101,7434367,155980692,21.0,21.1,20.85,20.95,-0.05,882,10.48,1.15,2005,283,5928.849999999999
2005-10-12,1101,8216787,172320169,20.95,21.0,20.9,20.95,0.0,1308,10.48,1.15,2005,283,5928.849999999999
2005-10-13,1101,7430284,156541324,20.95,21.15,20.95,21.1,0.15,1055,10.55,1.16,2005,283,5971.3
2005-10-14,1101,9741346,206590644,21.1,21.3,21.1,21.25,0.15,1428,10.63,1.17,2005,283,6013.75
2005-10-17,1101,9189462,194548201,21.25,21.25,21.05,21.1,-0.15,1190,10.55,1.16,2005,283,5971.3
2005-10-18,1101,12088057,251627079,21.0,21.0,20.65,20.8,-0.3,1530,10.4,1.15,2005,283,5886.400000000001
2005-10-19,1101,11150015,231260615,20.7,20.8,20.65,20.75,-0.05,1262,10.38,1.14,2005,283,5872.25
2005-10-20,1101,19106520,392275604,20.75,20.8,20.25,20.3,-0.45,1858,10.15,1.12,2005,283,5744.900000000001
2005-10-21,1101,16981658,343615214,20.3,20.6,20.05,20.2,-0.1,1316,10.1,1.11,2005,283,5716.599999999999
2005-10-24,1101,12310929,247620820,20.2,20.2,20.0,20.15,-0.05,1457,10.08,1.11,2005,283,5702.45
2005-10-25,1101,8560845,173274398,20.15,20.35,20.1,20.1,-0.05,1117,10.05,1.11,2005,283,5688.3
2005-10-26,1101,4778496,96458473,20.1,20.35,20.05,20.2,0.1,1001,10.1,1.11,2005,283,5716.599999999999
2005-10-27,1101,4316556,87287497,20.2,20.3,20.1,20.15,-0.05,662,10.08,1.11,2005,283,5702.45
2005-10-28,1101,7838743,158219001,20.2,20.4,20.1,20.1,-0.05,1207,10.05,1.11,2005,283,5688.3
2005-10-31,1101,5184244,106078783,20.2,20.75,20.2,20.6,0.5,961,10.3,1.14,2005,283,5829.8
2005-11-01,1101,3910037,80545738,20.65,20.8,20.5,20.6,0.0,636,10.3,1.1,2005,283,5829.8
2005-11-02,1101,3314221,68187605,20.65,20.7,20.5,20.5,-0.1,556,9.81,1.1,2005,283,5801.5
2005-11-03,1101,4436585,91094605,20.4,20.7,20.4,20.45,-0.05,770,9.78,1.1,2005,283,5787.349999999999
2005-11-04,1101,6846855,141067031,20.55,20.9,20.45,20.9,0.45,1472,10.0,1.12,2005,283,5914.7
2005-11-07,1101,4641198,95645575,20.9,20.9,20.25,20.25,-0.65,986,9.69,1.09,2005,283,5730.75
2005-11-08,1101,5419859,111946520,20.45,20.85,20.15,20.8,0.55,916,9.95,1.11,2005,283,5886.400000000001
2005-11-09,1101,6107409,127069673,20.8,20.9,20.6,20.9,0.1,1016,10.0,1.12,2005,283,5914.7
2005-11-10,1101,4285157,89353874,20.8,20.95,20.75,20.8,-0.1,1189,9.95,1.11,2005,283,5886.400000000001
2005-11-11,1101,4593920,95105203,20.8,20.85,20.6,20.75,-0.05,1113,9.93,1.11,2005,283,5872.25
2005-11-14,1101,5761253,118368084,20.65,20.75,20.45,20.6,-0.15,1101,9.86,1.1,2005,283,5829.8
2005-11-15,1101,10827634,218990662,20.6,20.65,20.05,20.15,-0.45,1841,9.64,1.08,2005,283,5702.45
2005-11-16,1101,8271425,167416768,20.1,20.35,20.05,20.25,0.1,1073,9.69,1.09,2005,283,5730.75
2005-11-17,1101,6807144,138192773,20.25,20.5,20.15,20.25,0.0,1134,9.69,1.09,2005,283,5730.75
2005-11-18,1101,8497829,174810441,20.25,20.7,20.25,20.65,0.4,1680,9.88,1.11,2005,283,5843.95
2005-11-21,1101,4597615,93744543,20.4,20.65,20.25,20.35,-0.3,919,9.74,1.09,2005,283,5759.05
2005-11-22,1101,11153620,229059408,20.35,20.65,20.35,20.45,0.1,1399,9.78,1.1,2005,283,5787.349999999999
2005-11-23,1101,5249888,107631255,20.45,20.65,20.3,20.55,0.1,818,9.83,1.1,2005,283,5815.650000000001
2005-11-24,1101,4270567,87493017,20.55,20.55,20.4,20.4,-0.15,950,9.76,1.09,2005,283,5773.2
2005-11-25,1101,12291728,253497352,20.4,20.8,20.35,20.5,0.1,1257,9.81,1.1,2005,283,5801.5
2005-11-28,1101,10049610,206068520,20.65,20.65,20.4,20.5,0.0,890,9.81,1.1,2005,283,5801.5
2005-11-29,1101,4706232,96678360,20.5,20.65,20.4,20.45,-0.05,905,9.78,1.1,2005,283,5787.349999999999
2005-11-30,1101,22184053,462482738,20.6,21.05,20.5,20.95,0.5,1957,10.02,1.12,2005,283,5928.849999999999
2005-12-01,1101,17622106,374664554,21.0,21.55,20.85,21.45,0.5,2743,10.26,1.15,2005,283,6070.349999999999
2005-12-02,1101,10437275,224476814,21.45,21.65,21.25,21.6,0.15,2052,10.33,1.16,2005,283,6112.8
2005-12-05,1101,4829031,104331554,21.6,21.75,21.45,21.6,0.0,1293,10.33,1.16,2005,283,6112.8
2005-12-06,1101,4449645,95589871,21.6,21.6,21.35,21.45,-0.15,882,10.26,1.15,2005,283,6070.349999999999
2005-12-07,1101,7249496,156260886,21.45,21.7,21.3,21.6,0.15,1087,10.33,1.16,2005,283,6112.8
2005-12-08,1101,6874328,146563760,21.5,21.6,21.0,21.3,-0.3,1243,10.19,1.14,2005,283,6027.900000000001
2005-12-09,1101,10803849,232614321,21.4,21.65,21.4,21.65,0.35,1168,10.36,1.16,2005,283,6126.95
2005-12-12,1101,3033003,65397991,21.7,21.7,21.45,21.5,-0.15,822,10.29,1.15,2005,283,6084.5
2005-12-13,1101,9263225,196583135,21.5,21.5,21.0,21.2,-0.3,1262,10.14,1.14,2005,283,5999.599999999999
2005-12-14,1101,6737450,142166709,21.2,21.35,20.95,21.35,0.15,1033,10.22,1.14,2005,283,6042.05
2005-12-15,1101,8297045,178612922,21.25,21.8,21.15,21.6,0.25,1148,10.33,1.16,2005,283,6112.8
2005-12-16,1101,14000753,302297444,21.5,21.7,21.5,21.55,-0.05,1374,10.31,1.15,2005,283,6098.650000000001
2005-12-19,1101,16145384,355970892,21.6,22.6,21.55,22.55,1.0,2744,10.79,1.21,2005,283,6381.650000000001
2005-12-20,1101,10356240,231972213,22.55,22.55,22.25,22.3,-0.25,1649,10.67,1.2,2005,283,6310.900000000001
2005-12-21,1101,12205047,273003879,22.5,22.5,22.2,22.3,0.0,1310,10.67,1.2,2005,283,6310.900000000001
2005-12-22,1101,8135060,182484784,22.35,22.6,22.2,22.35,0.05,1218,10.69,1.2,2005,283,6325.05
2005-12-23,1101,14473988,328774759,22.8,22.9,22.55,22.75,0.4,1747,10.89,1.22,2005,283,6438.25
2005-12-26,1101,7764744,177565581,22.8,23.0,22.5,22.5,-0.25,1351,10.77,1.21,2005,283,6367.5
2005-12-27,1101,11222669,258444068,22.6,23.35,22.55,23.3,0.8,2154,11.15,1.25,2005,283,6593.900000000001
2005-12-28,1101,16678116,389983534,23.25,24.15,22.95,24.15,0.85,2384,11.56,1.29,2005,283,6834.45
2005-12-29,1101,14441176,346103960,23.25,24.2,23.25,23.95,-0.2,1948,11.46,1.28,2005,283,6777.849999999999
2005-12-30,1101,14721468,347588471,23.95,24.0,23.4,23.45,-0.5,1404,11.22,1.26,2005,283,6636.349999999999
2006-01-02,1101,8466614,191989433,23.0,23.0,22.2,23.0,-0.45,1306,11.0,1.23,2006,314,7222.0
2006-01-03,1101,19915853,461730748,23.0,23.7,22.75,23.6,0.6,1837,11.29,1.26,2006,314,7410.400000000001
2006-01-04,1101,12679828,299492831,23.65,23.8,23.5,23.5,-0.1,1378,11.24,1.26,2006,314,7379.0
2006-01-05,1101,17302122,407561958,23.6,23.85,23.5,23.65,0.15,1153,11.32,1.27,2006,314,7426.099999999999
2006-01-06,1101,20726297,490972820,23.65,23.8,23.5,23.7,0.05,1724,11.34,1.27,2006,314,7441.8
2006-01-09,1101,13918069,326036958,23.7,23.7,23.1,23.1,-0.6,1307,11.05,1.24,2006,314,7253.400000000001
2006-01-10,1101,15331896,354633908,23.3,23.45,22.8,23.2,0.1,1491,11.1,1.24,2006,314,7284.8
2006-01-11,1101,12994342,301617677,23.2,23.5,23.05,23.25,0.05,1498,11.12,1.25,2006,314,7300.5
2006-01-12,1101,14945667,347408581,23.5,23.5,23.15,23.2,-0.05,1226,11.1,1.24,2006,314,7284.8
2006-01-13,1101,19439564,459316978,23.35,24.1,23.25,23.8,0.6,2193,11.39,1.28,2006,314,7473.2
2006-01-16,1101,17929816,431185434,24.0,24.25,23.8,24.15,0.35,2419,11.56,1.29,2006,314,7583.099999999999
2006-01-17,1101,11061047,265512589,24.1,24.1,23.9,24.0,-0.15,1331,11.48,1.29,2006,314,7536.0
2006-01-18,1101,11994718,283177648,23.85,23.9,23.45,23.6,-0.4,1213,11.29,1.26,2006,314,7410.400000000001
2006-01-19,1101,8721670,204522309,23.5,24.0,23.25,24.0,0.4,1033,11.48,1.29,2006,314,7536.0
2006-01-20,1101,8018668,192115226,24.0,24.1,23.8,23.85,-0.15,1155,11.41,1.28,2006,314,7488.900000000001
2006-01-23,1101,11325135,270074370,23.85,23.95,23.75,23.8,-0.05,1500,11.39,1.28,2006,314,7473.2
2006-01-24,1101,9031287,214020001,24.0,24.0,23.55,23.55,-0.25,916,11.27,1.26,2006,314,7394.7
2006-01-25,1101,6242590,147949503,23.7,23.95,23.4,23.9,0.35,1170,11.44,1.28,2006,314,7504.599999999999
2006-02-03,1101,24158535,590884487,24.2,25.1,24.1,24.85,0.95,2584,11.89,1.33,2006,314,7802.900000000001
2006-02-06,1101,19750963,490974062,24.7,25.3,24.35,25.25,0.4,2219,12.08,1.35,2006,314,7928.5
2006-02-07,1101,10582862,264518479,25.3,25.3,24.6,24.7,-0.55,1336,11.82,1.32,2006,314,7755.8
2006-02-08,1101,19905014,489633944,24.65,24.9,24.45,24.5,-0.2,1295,11.72,1.31,2006,314,7693.0
2006-02-09,1101,13972566,337197834,24.55,24.6,23.95,24.1,-0.4,2106,11.53,1.29,2006,314,7567.400000000001
2006-02-10,1101,6722926,161266079,24.1,24.1,23.9,24.0,-0.1,1102,11.48,1.29,2006,314,7536.0
2006-02-13,1101,15703626,375862527,24.0,24.05,23.9,23.9,-0.1,1458,11.44,1.28,2006,314,7504.599999999999
2006-02-14,1101,10330693,249922887,23.9,24.6,23.8,24.35,0.45,1621,11.65,1.3,2006,314,7645.900000000001
2006-02-15,1101,5915892,143193459,24.4,24.5,24.0,24.0,-0.35,1687,11.48,1.29,2006,314,7536.0
2006-02-16,1101,7517997,182745999,24.1,24.5,24.1,24.3,0.3,923,11.63,1.3,2006,314,7630.2
2006-02-17,1101,2742712,66500257,24.5,24.5,24.15,24.2,-0.1,697,11.58,1.3,2006,314,7598.8
2006-02-20,1101,10111312,250259948,24.3,25.05,24.25,24.8,0.6,1892,11.87,1.33,2006,314,7787.2
2006-02-21,1101,4468019,109927645,25.0,25.0,24.5,24.5,-0.3,987,11.72,1.31,2006,314,7693.0
2006-02-22,1101,6138875,150362252,24.6,24.6,24.35,24.6,0.1,1265,11.77,1.32,2006,314,7724.400000000001
2006-02-23,1101,3593093,88140191,24.7,24.7,24.45,24.5,-0.1,655,11.72,1.31,2006,314,7693.0
2006-02-24,1101,5350189,131101188,24.3,24.65,24.3,24.6,0.1,804,11.77,1.32,2006,314,7724.400000000001
2006-02-27,1101,3331952,81532696,24.5,24.55,24.4,24.5,-0.1,488,11.72,1.31,2006,314,7693.0
2006-03-01,1101,3922684,95745414,24.5,24.5,24.3,24.45,-0.05,756,11.7,1.31,2006,314,7677.3
2006-03-02,1101,14616714,365064993,24.45,25.2,24.45,25.0,0.55,2197,11.96,1.34,2006,314,7850.0
2006-03-03,1101,27527819,713592363,25.0,26.5,25.0,26.0,1.0,4761,12.44,1.39,2006,314,8164.0
2006-03-06,1101,5714078,148662019,26.0,26.15,25.85,26.05,0.05,1422,12.46,1.4,2006,314,8179.7
2006-03-07,1101,9399085,246803713,26.05,26.4,26.0,26.25,0.2,1555,12.56,1.41,2006,314,8242.5
2006-03-08,1101,6689587,175692414,26.25,26.45,26.15,26.25,0.0,1106,12.56,1.41,2006,314,8242.5
2006-03-09,1101,10866992,282786517,26.25,26.25,25.75,26.0,-0.25,1867,12.44,1.39,2006,314,8164.0
2006-03-10,1101,19265097,495177882,25.9,26.0,25.45,25.7,-0.3,1084,12.3,1.38,2006,314,8069.8
2006-03-13,1101,16046385,412220188,25.7,25.8,25.5,25.5,-0.2,786,12.2,1.37,2006,314,8007.0
2006-03-14,1101,4512855,112573803,25.3,25.45,24.6,24.95,-0.55,1413,11.94,1.34,2006,314,7834.3
2006-03-15,1101,14075325,346892309,24.95,25.1,24.5,24.75,-0.2,2477,11.84,1.33,2006,314,7771.5
2006-03-16,1101,6690176,164389458,24.5,24.9,24.35,24.5,-0.25,1292,11.72,1.31,2006,314,7693.0
2006-03-17,1101,5312530,130803902,24.5,25.0,24.2,24.9,0.4,1332,11.91,1.33,2006,314,7818.599999999999
2006-03-20,1101,3837379,95157241,24.9,24.95,24.6,24.7,-0.2,627,11.82,1.32,2006,314,7755.8
2006-03-21,1101,5628160,140571685,24.95,25.1,24.8,24.95,0.25,1222,11.94,1.34,2006,314,7834.3
2006-03-22,1101,6491004,162002052,25.0,25.1,24.7,24.95,0.0,1227,11.94,1.34,2006,314,7834.3
2006-03-23,1101,11532211,287247706,25.0,25.0,24.65,24.75,-0.2,1535,11.84,1.33,2006,314,7771.5
2006-03-24,1101,6669107,166625935,24.75,25.1,24.65,25.0,0.25,903,11.96,1.34,2006,314,7850.0
2006-03-27,1101,13492280,337171876,25.0,25.15,24.9,25.0,0.0,1005,11.96,1.34,2006,314,7850.0
2006-03-28,1101,6239650,154515471,25.0,25.0,24.55,24.65,-0.35,1193,11.79,1.32,2006,314,7740.099999999999
2006-03-29,1101,6980185,168663365,24.6,24.6,24.0,24.2,-0.45,1224,11.58,1.3,2006,314,7598.8
2006-03-30,1101,7741623,189058272,24.2,24.9,23.9,24.9,0.7,1318,11.91,1.33,2006,314,7818.599999999999
2006-03-31,1101,11297558,282240298,24.8,25.05,24.7,25.0,0.1,1265,11.96,1.34,2006,314,7850.0
2006-04-03,1101,5356652,132915598,24.95,25.0,24.65,24.7,-0.3,1003,11.82,1.32,2006,314,7755.8
2006-04-04,1101,4495972,111859233,24.7,25.2,24.65,25.1,0.4,988,12.01,1.35,2006,314,7881.400000000001
2006-04-06,1101,8782332,219238785,25.1,25.15,24.8,24.95,-0.15,1423,11.94,1.34,2006,314,7834.3
2006-04-07,1101,7333482,182762079,24.55,25.1,24.55,25.0,0.05,1384,11.96,1.34,2006,314,7850.0
2006-04-10,1101,9848299,242894355,24.9,25.0,24.45,24.6,-0.4,840,11.77,1.32,2006,314,7724.400000000001
2006-04-11,1101,5337403,130775500,24.65,24.7,24.35,24.5,-0.1,642,11.72,1.31,2006,314,7693.0
2006-04-12,1101,4546359,112110093,24.5,24.85,24.5,24.8,0.3,1379,11.87,1.33,2006,314,7787.2
2006-04-13,1101,7451404,186078959,24.9,25.1,24.85,24.95,0.15,1193,11.94,1.34,2006,314,7834.3
2006-04-14,1101,11976926,299034696,25.0,25.05,24.75,25.0,0.05,875,11.96,1.34,2006,314,7850.0
2006-04-17,1101,14304695,363071168,25.05,25.6,25.05,25.6,0.6,2653,12.25,1.37,2006,314,8038.400000000001
2006-04-18,1101,10265119,259767306,25.6,25.6,25.15,25.2,-0.4,1800,12.06,1.35,2006,314,7912.8
2006-04-19,1101,29435477,757482425,25.25,26.1,25.05,25.15,-0.05,4862,12.03,1.35,2006,314,7897.099999999999
2006-04-20,1101,12741742,319718012,25.6,25.6,24.8,25.15,0.0,2897,12.03,1.35,2006,314,7897.099999999999
2006-04-21,1101,9549387,237996848,25.1,25.15,24.8,24.85,-0.3,1345,11.89,1.33,2006,314,7802.900000000001
2006-04-24,1101,26000020,655238126,25.0,25.4,24.95,25.05,0.2,3717,11.99,1.34,2006,314,7865.7
2006-04-25,1101,29860067,756793692,25.05,25.8,24.9,25.0,-0.05,4270,11.96,1.34,2006,314,7850.0
2006-04-26,1101,10774115,268145879,25.0,25.05,24.7,25.0,0.0,2133,11.96,1.31,2006,314,7850.0
2006-04-27,1101,66617406,1713255237,25.2,26.1,25.2,25.45,0.45,8287,13.19,1.33,2006,314,7991.3
2006-04-28,1101,17773542,440782960,25.45,25.45,24.4,25.0,-0.45,3735,12.95,1.31,2006,314,7850.0
2006-05-02,1101,42119197,1085826768,25.0,26.5,25.0,26.5,1.5,5670,13.73,1.39,2006,314,8321.0
2006-05-03,1101,47511983,1312974743,26.8,28.35,26.75,27.45,0.95,7072,14.37,1.35,2006,314,8619.3
2006-05-04,1101,46965383,1327651581,27.9,28.8,27.5,28.8,1.35,7732,13.78,1.41,2006,314,9043.2
2006-05-05,1101,35047293,996413791,28.8,28.8,28.1,28.8,0.0,5130,13.78,1.41,2006,314,9043.2
2006-05-08,1101,44815207,1294003984,29.2,29.7,28.2,28.8,0.0,7352,13.78,1.41,2006,314,9043.2
2006-05-09,1101,28971553,802434314,28.6,28.6,27.1,27.4,-1.4,5760,13.11,1.34,2006,314,8603.6
2006-05-10,1101,34885672,961260247,27.55,28.4,26.0,26.85,-0.55,5858,12.85,1.32,2006,314,8430.9
2006-05-11,1101,10675195,282622516,26.8,26.85,26.1,26.6,-0.25,2215,12.73,1.3,2006,314,8352.4
2006-05-12,1101,14780407,396706804,26.5,27.1,26.45,26.6,0.0,2579,12.73,1.3,2006,314,8352.4
2006-05-15,1101,15807665,414819656,26.8,26.8,25.8,25.9,-0.7,2514,12.39,1.27,2006,314,8132.599999999999
2006-05-16,1101,17442369,441022762,26.1,26.2,24.85,24.85,-1.05,2913,11.89,1.22,2006,314,7802.900000000001
2006-05-17,1101,14776307,370131080,25.0,25.35,24.7,25.35,0.5,2156,12.13,1.24,2006,314,7959.900000000001
2006-05-18,1101,19712350,497655742,24.9,25.6,24.85,25.5,0.15,2447,12.2,1.25,2006,314,8007.0
2006-05-19,1101,14262830,360217387,25.4,25.5,25.0,25.25,-0.25,1781,12.08,1.24,2006,314,7928.5
2006-05-22,1101,13647437,339544729,25.45,25.45,24.4,24.4,-0.85,2482,11.67,1.2,2006,314,7661.599999999999
2006-05-23,1101,13897048,330933092,24.1,24.1,23.5,23.6,-0.8,2458,11.29,1.16,2006,314,7410.400000000001
2006-05-24,1101,14873777,352000677,23.8,23.95,23.35,23.75,0.15,2463,11.36,1.16,2006,314,7457.5
2006-05-25,1101,15239423,370951262,23.95,24.7,23.85,24.45,0.7,2449,11.7,1.2,2006,314,7677.3
2006-05-26,1101,26686288,677248170,25.0,25.7,25.0,25.3,0.85,3753,12.11,1.24,2006,314,7944.2
2006-05-29,1101,10630278,268998930,25.5,25.6,25.0,25.45,0.15,1370,12.18,1.25,2006,314,7991.3
2006-05-30,1101,28884181,743147090,25.4,27.2,24.9,27.2,1.75,3163,13.01,1.33,2006,314,8540.8
2006-06-01,1101,16586596,433487178,26.5,26.5,25.75,25.95,-1.25,2903,12.42,1.27,2006,314,8148.3
2006-06-02,1101,7605042,195420575,25.9,26.1,25.35,25.75,-0.2,1644,12.32,1.26,2006,314,8085.5
2006-06-05,1101,13866235,351187395,25.8,25.95,24.4,24.5,-1.25,1881,11.72,1.2,2006,314,7693.0
2006-06-06,1101,9060861,219349961,24.6,24.65,23.75,24.25,-0.25,2110,11.6,1.19,2006,314,7614.5
2006-06-07,1101,6393608,152831991,24.25,24.25,23.7,23.7,-0.55,1299,11.34,1.16,2006,314,7441.8
2006-06-08,1101,16827011,382183929,23.5,23.5,22.05,22.05,-1.65,2429,10.55,1.08,2006,314,6923.7
2006-06-09,1101,11957611,265278237,22.15,22.7,21.8,22.3,0.25,2564,10.67,1.09,2006,314,7002.2
2006-06-12,1101,12853505,281580646,22.25,22.45,21.5,21.9,-0.4,1941,10.48,1.07,2006,314,6876.599999999999
2006-06-13,1101,18003119,383262011,21.5,21.65,20.85,21.25,-0.65,2413,10.17,1.04,2006,314,6672.5
2006-06-14,1101,12682936,273266827,21.2,21.9,21.1,21.8,0.55,2119,10.43,1.07,2006,314,6845.2
2006-06-15,1101,9330225,204836042,22.0,22.1,21.8,21.8,0.0,1775,10.43,1.07,2006,314,6845.2
2006-06-16,1101,9768110,221284677,22.45,22.85,22.4,22.7,0.9,2104,10.86,1.11,2006,314,7127.8
2006-06-19,1101,7020189,161760706,22.75,23.5,22.5,23.15,0.45,1693,11.08,1.13,2006,314,7269.099999999999
2006-06-20,1101,11334111,258221138,22.8,23.1,22.5,22.5,-0.65,2543,10.77,1.1,2006,314,7065.0
2006-06-21,1101,8869992,199426710,22.2,22.7,22.2,22.4,-0.1,2109,10.72,1.1,2006,314,7033.599999999999
2006-06-22,1101,10372404,239247692,23.3,23.3,22.75,23.05,0.65,2441,11.03,1.13,2006,314,7237.7
2006-06-23,1101,4551484,103054826,22.9,23.0,22.5,22.6,-0.45,1353,10.81,1.11,2006,314,7096.400000000001
2006-06-26,1101,5190627,118908784,22.75,23.05,22.7,23.0,0.4,1870,11.0,1.13,2006,314,7222.0
2006-06-27,1101,7116073,164999368,23.1,23.35,22.95,23.2,0.2,1801,11.1,1.14,2006,314,7284.8
2006-06-28,1101,3099359,71437328,22.9,23.2,22.9,23.2,0.0,989,11.1,1.14,2006,314,7284.8
2006-06-29,1101,12427916,292898498,23.2,23.75,23.15,23.65,0.45,2016,11.32,1.16,2006,314,7426.099999999999
2006-06-30,1101,10163284,242193109,23.95,24.0,23.6,23.8,0.15,1798,11.39,1.17,2006,314,7473.2
2006-07-03,1101,9648567,232232113,23.8,24.4,23.7,24.15,0.35,1736,11.56,1.18,2006,314,7583.099999999999
2006-07-04,1101,5894741,143162068,24.5,24.5,24.15,24.25,0.1,1704,11.6,1.19,2006,314,7614.5
2006-07-05,1101,7638034,185969146,24.25,24.55,24.1,24.2,-0.05,1744,11.58,1.24,2006,314,7598.8
2006-07-06,1101,12657259,302571366,24.2,24.2,23.7,24.0,-0.2,1822,12.06,1.23,2006,314,7536.0
2006-07-07,1101,7269625,173196941,24.0,24.05,23.7,23.85,-0.15,1187,11.98,1.22,2006,314,7488.900000000001
2006-07-10,1101,7191323,169100571,23.6,23.85,23.3,23.7,-0.15,1406,11.91,1.22,2006,314,7441.8
2006-07-11,1101,9460033,228559092,23.85,24.4,23.75,24.1,0.4,1872,12.11,1.24,2006,314,7567.400000000001
2006-07-12,1101,14941884,370407274,24.4,25.25,24.3,24.65,0.55,3139,12.39,1.26,2006,314,7740.099999999999
2006-07-13,1101,2873816,70400477,24.6,24.6,24.2,24.5,-0.15,901,12.31,1.26,2006,314,7693.0
2006-07-14,1101,7488202,178452906,24.0,24.0,23.55,23.75,-0.75,2177,11.93,1.22,2006,314,7457.5
2006-07-17,1101,8548575,196694433,23.5,23.55,22.5,23.3,-0.45,2257,11.71,1.19,2006,314,7316.2
2006-07-18,1101,4666223,108263494,23.3,23.3,23.1,23.1,-0.2,1025,11.61,1.18,2006,314,7253.400000000001
2006-07-19,1101,7986628,186484437,23.2,23.5,23.2,23.35,0.25,1186,11.73,1.2,2006,314,7331.900000000001
2006-07-20,1101,10389553,242899615,23.8,23.8,23.05,23.2,-0.15,2742,11.66,1.19,2006,314,7284.8
2006-07-21,1101,3594927,82885806,23.2,23.35,22.95,23.05,-0.15,979,11.58,1.18,2006,314,7237.7
2006-07-24,1101,2033996,46944442,23.0,23.25,22.95,23.25,0.2,766,11.68,1.19,2006,314,7300.5
2006-07-25,1101,2767473,64792354,23.4,23.5,23.3,23.4,0.15,935,11.76,1.2,2006,314,7347.599999999999
2006-07-26,1101,3780275,87264775,23.05,23.25,23.0,23.0,-0.4,741,11.56,1.18,2006,314,7222.0
2006-07-27,1101,4477191,104153024,23.1,23.4,23.1,23.35,0.35,908,11.73,1.2,2006,314,7331.900000000001
2006-07-28,1101,8709987,207360325,23.45,24.1,23.45,24.05,0.7,1766,12.09,1.23,2006,314,7551.7
2006-07-31,1101,4666251,111959586,24.05,24.15,23.8,24.15,0.1,1080,12.14,1.24,2006,314,7583.099999999999
2006-08-01,1101,2817370,68310331,24.2,24.4,24.15,24.2,0.05,589,12.16,1.24,2006,314,7598.8
2006-08-02,1101,2459255,59110057,24.2,24.2,23.75,23.95,-0.25,562,12.04,1.23,2006,314,7520.3
2006-08-03,1101,3342955,80503570,23.95,24.15,23.9,24.1,0.15,586,12.11,1.24,2006,314,7567.400000000001
2006-08-04,1101,2750141,66170484,24.15,24.25,23.85,24.1,0.0,460,12.11,1.24,2006,314,7567.400000000001
