date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROE,ROA
2005-09-02,9928,61999,640928,10.4,10.4,10.3,10.4,0.0,23,2005,0.0,1.4,36.4,378.56,2.0513598604104235,-8.71,-28.19
2005-09-05,9928,60001,636310,10.7,10.8,10.5,10.6,0.2,15,2005,0.0,1.43,36.4,385.84,2.0908090884952393,-8.71,-28.19
2005-09-06,9928,23000,240750,10.45,10.65,10.45,10.65,0.05,5,2005,0.0,1.44,36.4,387.66,2.1006713955164438,-8.71,-28.19
2005-09-07,9928,84080,879796,10.65,10.65,10.4,10.45,-0.2,23,2005,0.0,1.41,36.4,380.37999999999994,2.0612221674316276,-8.71,-28.19
2005-09-08,9928,17000,178150,10.5,10.5,10.45,10.45,0.0,3,2005,0.0,1.41,36.4,380.37999999999994,2.0612221674316276,-8.71,-28.19
2005-09-09,9928,51001,532960,10.45,10.45,10.45,10.45,0.0,10,2005,0.0,1.41,36.4,380.37999999999994,2.0612221674316276,-8.71,-28.19
2005-09-12,9928,107000,1121650,10.45,10.6,10.4,10.45,0.0,17,2005,0.0,1.41,36.4,380.37999999999994,2.0612221674316276,-8.71,-28.19
2005-09-13,9928,298000,3040750,10.3,10.3,10.15,10.25,-0.2,39,2005,0.0,1.38,36.4,373.09999999999997,2.0217729393468113,-8.71,-28.19
2005-09-14,9928,135010,1369801,10.3,10.3,10.1,10.1,-0.15,30,2005,0.0,1.36,36.4,367.64,1.9921860182831999,-8.71,-28.19
2005-09-15,9928,242999,2421979,10.0,10.0,9.94,9.94,-0.16,31,2005,0.0,1.34,36.4,361.816,1.960626635815347,-8.71,-28.19
2005-09-16,9928,60000,602010,10.15,10.15,9.9,9.94,0.0,26,2005,0.0,1.34,36.4,361.816,1.960626635815347,-8.71,-28.19
2005-09-19,9928,14005,136849,9.86,9.86,9.7,9.82,-0.12,10,2005,0.0,1.33,36.4,357.448,1.9369570989644578,-8.71,-28.19
2005-09-20,9928,83120,794632,9.5,10.0,9.5,10.0,0.18,27,2005,0.0,1.35,36.4,364.0,1.972461404240792,-8.71,-28.19
2005-09-21,9928,121000,1192510,9.8,9.9,9.77,9.9,-0.1,34,2005,0.0,1.34,36.4,360.36,1.952736790198384,-8.71,-28.19
2005-09-22,9928,324000,3178780,9.74,9.99,9.74,9.8,-0.1,27,2005,0.0,1.32,36.4,356.72,1.9330121761559764,-8.71,-28.19
2005-09-23,9928,130000,1286300,9.75,9.95,9.75,9.78,-0.02,14,2005,0.0,1.32,36.4,355.99199999999996,1.9290672533474944,-8.71,-28.19
2005-09-26,9928,32000,316520,9.8,9.99,9.8,9.98,0.2,15,2005,0.0,1.35,36.4,363.272,1.9685164814323104,-8.71,-28.19
2005-09-27,9928,119024,1189666,10.0,10.0,9.9,10.0,0.02,17,2005,0.0,1.35,36.4,364.0,1.972461404240792,-8.71,-28.19
2005-09-28,9928,296000,2946610,9.99,9.99,9.9,9.98,-0.02,17,2005,0.0,1.35,36.4,363.272,1.9685164814323104,-8.71,-28.19
2005-09-29,9928,634200,6314805,9.98,10.0,9.9,9.92,-0.06,30,2005,0.0,1.34,36.4,361.08799999999997,1.9566817130068654,-8.71,-28.19
2005-09-30,9928,68000,671770,9.92,10.05,9.7,9.75,-0.17,28,2005,0.0,1.32,36.4,354.9,1.9231498691347721,-8.71,-28.19
2005-10-03,9928,92901,885248,9.71,9.72,9.5,9.54,-0.21,40,2005,0.0,1.29,36.4,347.256,1.8995792279061827,-8.71,-28.19
2005-10-04,9928,166015,1588761,9.68,9.68,9.45,9.55,0.01,24,2005,0.0,1.29,36.4,347.62,1.9015704011010532,-8.71,-28.19
