date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice
2018-08-08,1240,1100000,63419700,59.0,59.9,55.1,55.2,8.0,769,2018,12.52,1.68,0,0.0
2018-08-09,1240,562000,29640800,52.1,54.5,51.5,51.9,-3.3,352,2018,11.77,1.58,0,0.0
2018-08-10,1240,309000,15816600,52.1,52.1,50.3,50.9,-1.0,238,2018,11.54,1.55,0,0.0
2018-08-13,1240,248000,12283000,50.0,50.6,48.8,49.0,-1.9,175,2018,11.11,1.49,0,0.0
2018-08-14,1240,124000,6077350,49.0,49.5,48.8,49.05,0.05,90,2018,11.12,1.49,0,0.0
2018-08-15,1240,178000,8391250,47.5,48.4,46.5,46.7,-2.35,126,2018,12.59,1.4,0,0.0
2018-08-16,1240,127000,5748500,45.5,46.35,44.9,46.35,-0.35,101,2018,12.49,1.39,0,0.0
2018-08-17,1240,99000,4482750,46.5,46.5,44.85,44.9,-1.45,80,2018,12.1,1.34,0,0.0
2018-08-20,1240,63000,2881850,44.95,46.3,44.95,45.3,0.4,57,2018,12.21,1.35,0,0.0
2018-08-21,1240,36000,1619750,45.1,45.1,44.85,45.0,-0.3,34,2018,12.13,1.35,0,0.0
2018-08-22,1240,26000,1169400,44.6,45.3,44.6,45.0,0.0,26,2018,12.13,1.35,0,0.0
2018-08-23,1240,90000,4140750,45.25,46.8,45.0,46.3,1.3,79,2018,12.48,1.38,0,0.0
2018-08-24,1240,77000,3564800,46.5,46.9,45.85,45.95,-0.35,69,2018,12.39,1.37,0,0.0
2018-08-27,1240,120000,5420700,45.6,45.8,44.8,45.3,-0.65,83,2018,12.21,1.35,0,0.0
2018-08-28,1240,43000,1943100,45.45,45.45,45.05,45.2,-0.1,38,2018,12.18,1.35,0,0.0
2018-08-29,1240,147000,6900050,45.5,48.9,45.5,48.1,2.9,135,2018,12.96,1.44,0,0.0
2018-08-30,1240,59000,2773150,48.0,48.0,46.7,47.3,-0.8,55,2018,12.75,1.41,0,0.0
2018-08-31,1240,50000,2344250,47.5,47.5,46.35,46.8,-0.5,44,2018,12.61,1.4,0,0.0
2018-09-03,1240,19000,880650,46.4,47.2,46.1,46.6,-0.2,15,2018,12.56,1.39,0,0.0
2018-09-04,1240,22000,1014150,46.8,46.8,45.5,46.3,-0.3,20,2018,12.48,1.38,0,0.0
2018-09-05,1240,16000,733350,46.3,46.3,45.5,45.75,-0.55,15,2018,12.33,1.37,0,0.0
2018-09-06,1240,20000,900900,45.5,45.5,44.7,45.2,-0.55,19,2018,12.18,1.35,0,0.0
2018-09-07,1240,59000,2563500,44.65,44.65,42.9,43.0,-2.2,46,2018,11.59,1.29,0,0.0
2018-09-10,1240,22000,934550,42.8,42.8,41.5,42.0,-1.0,21,2018,11.32,1.26,0,0.0
2018-09-11,1240,71000,2937500,42.0,42.0,41.0,41.2,-0.8,29,2018,11.11,1.23,0,0.0
2018-09-12,1240,114000,4634650,41.2,42.1,40.0,40.1,-1.1,59,2018,10.81,1.2,0,0.0
2018-09-13,1240,20000,813250,40.3,40.95,40.3,40.5,0.4,16,2018,10.92,1.21,0,0.0
2018-09-14,1240,106000,4394100,40.7,43.0,40.3,42.7,2.2,73,2018,11.51,1.28,0,0.0
