date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE
2007-01-02,3360,410,6870,16.7,17.1,16.5,16.5,-0.4,151,2007,21.71,1.1,3.96,65.34,0.15699643286035775,0,0
2007-01-03,3360,375,6312,16.5,17.1,16.5,16.8,0.3,142,2007,22.11,1.12,3.96,66.528,0.1598509134578188,0,0
2007-01-04,3360,267,4506,16.8,17.0,16.7,16.7,-0.1,110,2007,21.97,1.11,3.96,66.13199999999999,0.15889941992533177,0,0
2007-01-05,3360,332,5576,16.8,17.0,16.6,16.8,0.1,132,2007,22.11,1.12,3.96,66.528,0.1598509134578188,0,0
2007-01-08,3360,543,9319,17.0,17.4,16.9,17.1,0.3,187,2007,22.5,1.14,3.96,67.71600000000001,0.16270539405527987,0,0
2007-01-09,3360,374,6423,17.35,17.35,16.9,17.2,0.1,129,2007,22.63,1.15,3.96,68.112,0.16365688758776686,0,0
2007-01-10,3360,523,8963,17.1,17.35,16.9,17.0,-0.2,161,2007,22.37,1.13,3.96,67.32,0.16175390052279282,0,0
2007-01-11,3360,650,11285,17.2,17.9,16.8,16.85,-0.15,230,2007,22.17,1.12,3.96,66.726,0.1603266602240623,0,0
2007-01-12,3360,223,3719,16.85,16.95,16.5,16.8,-0.05,102,2007,22.11,1.12,3.96,66.528,0.1598509134578188,0,0
2007-01-15,3360,257,4274,16.95,16.95,16.5,16.5,-0.3,110,2007,21.71,1.1,3.96,65.34,0.15699643286035775,0,0
2007-01-16,3360,333,5445,16.5,16.7,16.1,16.1,-0.4,143,2007,21.18,1.07,3.96,63.75600000000001,0.1531904587304097,0,0
2007-01-17,3360,106,1718,16.4,16.4,16.0,16.1,0.0,41,2007,21.18,1.07,3.96,63.75600000000001,0.1531904587304097,0,0
2007-01-18,3360,135,2166,16.1,16.2,15.85,16.2,0.1,74,2007,21.32,1.08,3.96,64.152,0.1541419522628967,0,0
2007-01-19,3360,129,2069,16.2,16.2,15.95,15.95,-0.25,57,2007,20.99,1.06,3.96,63.162,0.15176321843167917,0,0
2007-01-22,3360,142,2273,16.0,16.3,16.0,16.15,0.2,55,2007,21.25,1.08,3.96,63.95399999999999,0.15366620549665316,0,0
2007-01-23,3360,74,1187,16.3,16.3,15.85,15.85,-0.3,42,2007,20.86,1.06,3.96,62.766,0.15081172489919215,0,0
2007-01-24,3360,59,946,15.85,16.15,15.85,16.0,0.15,39,2007,21.05,1.07,3.96,63.36,0.15223896519792268,0,0
2007-01-25,3360,99,1584,16.25,16.25,15.9,16.0,0.0,31,2007,21.05,1.07,3.96,63.36,0.15223896519792268,0,0
2007-01-26,3360,67,1070,15.9,16.2,15.85,15.95,-0.05,38,2007,20.99,1.06,3.96,63.162,0.15176321843167917,0,0
2007-01-29,3360,62,973,16.0,16.0,15.5,15.5,-0.45,30,2007,20.39,1.03,3.96,61.38,0.1474814975354876,0,0
2007-01-30,3360,151,2319,15.5,15.55,15.2,15.2,-0.3,55,2007,20.0,1.01,3.96,60.192,0.14462701693802654,0,0
2007-01-31,3360,88,1338,15.2,15.4,15.1,15.35,0.15,40,2007,20.2,1.02,3.96,60.786,0.14605425723675705,0,0
2007-02-01,3360,52,800,15.65,15.65,15.25,15.5,0.15,27,2007,20.39,1.03,3.96,61.38,0.1474814975354876,0,0
2007-02-02,3360,22,336,15.45,15.5,15.2,15.25,-0.25,15,2007,20.07,1.02,3.96,60.39,0.14320484814452616,0,0
2007-02-05,3360,36,550,15.4,15.4,15.1,15.25,0.0,21,2007,20.07,1.02,3.96,60.39,0.14320484814452616,0,0
2007-02-06,3360,92,1384,15.2,15.4,14.85,15.0,-0.25,54,2007,19.74,1.0,3.96,59.4,0.1408572276831405,0,0
2007-02-07,3360,133,1995,14.85,15.2,14.85,15.0,0.0,41,2007,19.74,1.0,3.96,59.4,0.1408572276831405,0,0
