date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice
2005-09-02,1902,2261000,14692900,6.45,6.58,6.36,6.51,0.17,312,2005,10.17,0.41,0,0.0
2005-09-05,1902,1102000,7255600,6.55,6.68,6.52,6.52,0.01,241,2005,19.18,0.41,0,0.0
2005-09-06,1902,785000,5164350,6.55,6.63,6.53,6.56,0.04,128,2005,19.29,0.41,0,0.0
2005-09-07,1902,719977,4744565,6.6,6.63,6.58,6.58,0.02,170,2005,19.35,0.41,0,0.0
2005-09-08,1902,767549,4986165,6.56,6.58,6.43,6.43,-0.15,169,2005,18.91,0.4,0,0.0
2005-09-09,1902,428499,2745566,6.4,6.48,6.38,6.44,0.01,121,2005,18.94,0.4,0,0.0
2005-09-12,1902,389510,2477762,6.45,6.45,6.33,6.34,-0.1,116,2005,18.65,0.4,0,0.0
2005-09-13,1902,273001,1732186,6.34,6.4,6.33,6.34,0.0,66,2005,18.65,0.4,0,0.0
2005-09-14,1902,565011,3540119,6.33,6.33,6.21,6.22,-0.12,126,2005,18.29,0.39,0,0.0
2005-09-15,1902,546003,3339268,6.15,6.18,6.06,6.06,-0.16,130,2005,17.82,0.38,0,0.0
2005-09-16,1902,306570,1859680,6.13,6.13,6.01,6.06,0.0,104,2005,17.82,0.38,0,0.0
2005-09-19,1902,313550,1908119,6.06,6.14,6.03,6.14,0.08,67,2005,18.06,0.38,0,0.0
2005-09-20,1902,344000,2096770,6.13,6.17,6.03,6.17,0.03,110,2005,18.15,0.39,0,0.0
2005-09-21,1902,1479000,9336100,6.17,6.43,6.1,6.32,0.15,409,2005,18.59,0.4,0,0.0
2005-09-22,1902,479536,2987212,6.24,6.29,6.17,6.24,-0.08,139,2005,18.35,0.39,0,0.0
2005-09-23,1902,342000,2128170,6.21,6.28,6.15,6.2,-0.04,100,2005,18.24,0.39,0,0.0
2005-09-26,1902,394000,2436460,6.21,6.24,6.11,6.19,-0.01,92,2005,18.21,0.39,0,0.0
2005-09-27,1902,245018,1507128,6.14,6.16,6.13,6.16,-0.03,63,2005,18.12,0.39,0,0.0
