date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice
2005-09-02,1707,279920,2438636,8.69,8.8,8.62,8.77,0.08,62,2005,13.49,0.74,0,0.0
2005-09-05,1707,193228,1684068,8.77,8.77,8.69,8.7,-0.07,45,2005,13.18,0.74,0,0.0
2005-09-06,1707,259998,2261158,8.7,8.75,8.64,8.69,-0.01,71,2005,13.17,0.74,0,0.0
2005-09-07,1707,67225,582854,8.7,8.7,8.65,8.66,-0.03,36,2005,13.12,0.73,0,0.0
2005-09-08,1707,264874,2281444,8.66,8.66,8.51,8.52,-0.14,60,2005,12.91,0.72,0,0.0
2005-09-09,1707,631472,5380535,8.53,8.6,8.45,8.58,0.06,92,2005,13.0,0.73,0,0.0
2005-09-12,1707,451170,3875125,8.58,8.64,8.58,8.6,0.02,69,2005,13.03,0.73,0,0.0
2005-09-13,1707,360000,3070480,8.6,8.6,8.4,8.6,0.0,89,2005,13.03,0.73,0,0.0
2005-09-14,1707,476000,4103840,8.59,8.7,8.52,8.7,0.1,146,2005,13.18,0.74,0,0.0
2005-09-15,1707,259000,2079850,8.12,8.12,7.99,8.0,0.0,93,2005,12.12,0.68,0,0.0
2005-09-16,1707,195884,1553931,8.0,8.0,7.9,8.0,0.0,77,2005,12.31,0.68,0,0.0
2005-09-19,1707,50066,395132,7.95,8.0,7.82,8.0,0.0,29,2005,12.31,0.68,0,0.0
2005-09-20,1707,86000,687170,8.0,8.0,7.9,8.0,0.0,35,2005,12.31,0.68,0,0.0
2005-09-21,1707,200002,1588144,7.9,8.15,7.88,8.0,0.0,42,2005,12.31,0.68,0,0.0
2005-09-22,1707,111002,875915,7.89,8.0,7.89,7.89,-0.11,32,2005,12.14,0.67,0,0.0
2005-09-23,1707,106010,833098,7.95,7.98,7.6,7.89,0.0,49,2005,12.14,0.67,0,0.0
2005-09-26,1707,178002,1380374,7.8,7.88,7.6,7.78,-0.11,42,2005,11.97,0.66,0,0.0
2005-09-27,1707,27801,215118,7.62,7.96,7.62,7.8,0.02,18,2005,12.0,0.66,0,0.0
2005-09-28,1707,54444,422304,7.7,7.8,7.7,7.79,-0.01,22,2005,11.98,0.66,0,0.0
2005-09-29,1707,108784,852573,7.79,7.87,7.78,7.87,0.08,31,2005,12.11,0.68,0,0.0
2005-09-30,1707,299302,2351512,7.87,7.91,7.8,7.88,0.01,38,2005,12.12,0.68,0,0.0
2005-10-03,1707,139982,1088787,7.88,7.88,7.71,7.79,-0.09,34,2005,11.98,0.67,0,0.0
2005-10-04,1707,189000,1448360,7.76,7.78,7.6,7.78,-0.01,99,2005,11.97,0.67,0,0.0
2005-10-05,1707,70000,541620,7.63,7.95,7.63,7.95,0.17,28,2005,12.23,0.69,0,0.0
2005-10-06,1707,56646,440418,7.75,7.87,7.75,7.84,-0.11,20,2005,12.06,0.68,0,0.0
2005-10-07,1707,72010,562898,7.88,8.0,7.71,7.76,-0.08,31,2005,11.94,0.67,0,0.0
2005-10-11,1707,112000,875890,7.75,7.99,7.71,7.94,0.18,35,2005,12.22,0.69,0,0.0
2005-10-12,1707,89400,708020,7.92,7.97,7.81,7.9,-0.04,29,2005,12.15,0.68,0,0.0
2005-10-13,1707,151000,1196980,7.99,7.99,7.81,7.93,0.03,32,2005,12.2,0.68,0,0.0
2005-10-14,1707,202002,1587595,7.93,7.93,7.82,7.9,-0.03,28,2005,12.15,0.68,0,0.0
2005-10-17,1707,3704472,31048137,8.0,8.45,8.0,8.35,0.45,607,2005,12.85,0.72,0,0.0
2005-10-18,1707,1153552,9384222,8.33,8.33,8.02,8.11,-0.24,253,2005,12.48,0.7,0,0.0
2005-10-19,1707,3527449,29635556,8.15,8.45,8.05,8.44,0.33,691,2005,12.98,0.73,0,0.0
2005-10-20,1707,2975077,25639272,8.44,8.75,8.34,8.64,0.2,713,2005,13.29,0.75,0,0.0
2005-10-21,1707,5152002,46824386,8.75,9.24,8.66,9.24,0.6,894,2005,14.22,0.8,0,0.0
2005-10-24,1707,4742793,43512406,9.7,9.75,8.6,8.6,-0.64,1081,2005,13.23,0.74,0,0.0
2005-10-25,1707,4839218,43321750,8.6,9.2,8.3,9.18,0.58,1279,2005,14.12,0.79,0,0.0
2005-10-26,1707,2015001,17904469,9.18,9.18,8.7,8.8,-0.38,444,2005,13.54,0.76,0,0.0
2005-10-27,1707,1252237,10484251,8.51,8.8,8.22,8.26,-0.54,300,2005,12.71,0.71,0,0.0
2005-10-28,1707,955015,8039782,8.36,8.58,8.26,8.34,0.08,318,2005,12.83,0.72,0,0.0
2005-10-31,1707,805002,6658596,8.34,8.45,8.2,8.29,-0.05,215,2005,12.75,0.72,0,0.0
2005-11-01,1707,1074005,9075000,8.45,8.55,8.28,8.41,0.12,279,2005,12.94,0.72,0,0.0
2005-11-02,1707,348100,2904573,8.41,8.5,8.3,8.35,-0.06,114,2005,10.18,0.72,0,0.0
2005-11-03,1707,1169001,10070138,8.4,8.72,8.4,8.54,0.19,339,2005,10.41,0.73,0,0.0
2005-11-04,1707,886871,7425994,8.6,8.6,8.31,8.4,-0.14,253,2005,10.24,0.72,0,0.0
2005-11-07,1707,4527541,40070545,8.45,8.98,8.4,8.98,0.58,950,2005,10.95,0.77,0,0.0
2005-11-08,1707,2790360,25015834,9.0,9.13,8.8,8.95,-0.03,551,2005,10.91,0.77,0,0.0
2005-11-09,1707,1672000,14671320,8.99,8.99,8.62,8.7,-0.25,353,2005,10.61,0.75,0,0.0
2005-11-10,1707,968044,8448375,8.8,8.88,8.65,8.7,0.0,246,2005,10.61,0.75,0,0.0
2005-11-11,1707,1236260,10662353,8.66,8.78,8.59,8.59,-0.11,318,2005,10.48,0.74,0,0.0
2005-11-14,1707,923280,7991465,8.6,8.74,8.59,8.6,0.01,259,2005,10.49,0.74,0,0.0
2005-11-15,1707,4701521,42445744,8.72,9.18,8.72,9.05,0.45,1104,2005,11.04,0.78,0,0.0
2005-11-16,1707,2547759,23091781,9.14,9.2,8.86,9.02,-0.03,633,2005,11.0,0.77,0,0.0
2005-11-17,1707,3962416,36681769,9.02,9.4,9.0,9.24,0.22,979,2005,11.27,0.79,0,0.0
2005-11-18,1707,2074161,18788509,9.24,9.24,9.0,9.0,-0.24,426,2005,10.98,0.77,0,0.0
2005-11-21,1707,822000,7322460,9.0,9.0,8.87,8.89,-0.11,193,2005,10.84,0.76,0,0.0
2005-11-22,1707,769000,6794970,8.97,8.99,8.7,8.75,-0.14,200,2005,10.67,0.75,0,0.0
2005-11-23,1707,549919,4780463,8.75,8.79,8.62,8.7,-0.05,175,2005,10.61,0.75,0,0.0
2005-11-24,1707,381700,3319045,8.7,8.77,8.66,8.66,-0.04,148,2005,10.56,0.74,0,0.0
2005-11-25,1707,375799,3250005,8.7,8.7,8.61,8.68,0.02,116,2005,10.59,0.75,0,0.0
2005-11-28,1707,503924,4379053,8.68,8.72,8.61,8.7,0.02,117,2005,10.61,0.75,0,0.0
2005-11-29,1707,245052,2119048,8.65,8.69,8.62,8.65,-0.05,67,2005,10.55,0.74,0,0.0
2005-11-30,1707,446224,3845484,8.73,8.73,8.56,8.7,0.05,124,2005,10.61,0.75,0,0.0
2005-12-01,1707,503386,4428978,8.68,9.0,8.68,8.73,0.03,150,2005,10.65,0.75,0,0.0
2005-12-02,1707,384478,3326578,8.72,8.72,8.63,8.65,-0.08,89,2005,10.55,0.74,0,0.0
2005-12-05,1707,263386,2284589,8.72,8.72,8.65,8.65,0.0,83,2005,10.55,0.74,0,0.0
2005-12-06,1707,260092,2261999,8.65,8.79,8.65,8.65,0.0,105,2005,10.55,0.74,0,0.0
2005-12-07,1707,262982,2268525,8.65,8.66,8.6,8.61,-0.04,119,2005,10.5,0.74,0,0.0
2005-12-08,1707,430866,3765304,8.8,8.8,8.7,8.7,0.09,165,2005,10.61,0.75,0,0.0
2005-12-09,1707,288767,2512222,8.7,8.77,8.65,8.75,0.05,100,2005,10.67,0.75,0,0.0
2005-12-12,1707,612470,5408607,8.83,8.89,8.75,8.85,0.1,184,2005,10.79,0.76,0,0.0
2005-12-13,1707,360011,3183176,8.85,8.9,8.8,8.82,-0.03,110,2005,10.76,0.76,0,0.0
2005-12-14,1707,356004,3128404,8.84,8.86,8.74,8.78,-0.04,86,2005,10.71,0.75,0,0.0
2005-12-15,1707,366321,3221636,8.8,8.9,8.76,8.77,-0.01,99,2005,10.7,0.75,0,0.0
2005-12-16,1707,425245,3705543,8.78,8.78,8.65,8.76,-0.01,134,2005,10.68,0.75,0,0.0
2005-12-19,1707,355000,3083900,8.62,8.76,8.62,8.7,-0.06,123,2005,10.61,0.75,0,0.0
2005-12-20,1707,482442,4251123,8.76,8.85,8.75,8.78,0.08,165,2005,10.71,0.75,0,0.0
2005-12-21,1707,438004,3861203,8.9,8.9,8.79,8.83,0.05,110,2005,10.77,0.76,0,0.0
2005-12-22,1707,336033,2953065,8.8,8.83,8.75,8.77,-0.06,77,2005,10.7,0.75,0,0.0
2005-12-23,1707,461728,4029937,8.8,8.8,8.65,8.7,-0.07,126,2005,10.61,0.75,0,0.0
2005-12-26,1707,1258078,10859060,8.77,8.77,8.6,8.62,-0.08,263,2005,10.51,0.74,0,0.0
2005-12-27,1707,515481,4436279,8.62,8.65,8.57,8.61,-0.01,144,2005,10.5,0.74,0,0.0
2005-12-28,1707,185008,1592143,8.61,8.65,8.6,8.6,-0.01,74,2005,10.49,0.74,0,0.0
2005-12-29,1707,313003,2698270,8.68,8.68,8.6,8.6,0.0,88,2005,10.49,0.74,0,0.0
2005-12-30,1707,814103,7111228,8.6,8.89,8.6,8.73,0.13,254,2005,10.65,0.75,0,0.0
2006-01-02,1707,285043,2473123,8.7,8.78,8.61,8.62,-0.11,110,2006,10.51,0.74,0,0.0
2006-01-03,1707,373761,3220256,8.7,8.7,8.6,8.6,-0.02,125,2006,10.49,0.74,0,0.0
2006-01-04,1707,465207,4012861,8.7,8.7,8.6,8.6,0.0,142,2006,10.49,0.74,0,0.0
2006-01-05,1707,349998,3026875,8.62,8.69,8.62,8.63,0.03,97,2006,10.52,0.74,0,0.0
2006-01-06,1707,463761,4010450,8.65,8.7,8.62,8.64,0.01,113,2006,10.54,0.74,0,0.0
2006-01-09,1707,1191282,10476648,8.74,8.89,8.7,8.8,0.16,306,2006,10.73,0.76,0,0.0
2006-01-10,1707,549427,4838786,8.85,8.89,8.72,8.78,-0.02,145,2006,10.71,0.75,0,0.0
2006-01-11,1707,1061110,9482259,8.8,9.1,8.8,8.9,0.12,319,2006,10.85,0.76,0,0.0
2006-01-12,1707,866043,7688042,8.99,8.99,8.78,8.78,-0.12,222,2006,10.71,0.75,0,0.0
2006-01-13,1707,403212,3553572,8.85,8.86,8.78,8.81,0.03,116,2006,10.74,0.76,0,0.0
2006-01-16,1707,296612,2628157,8.89,8.89,8.81,8.87,0.06,91,2006,10.82,0.76,0,0.0
2006-01-17,1707,660945,5889537,8.9,8.98,8.87,8.89,0.02,154,2006,10.84,0.76,0,0.0
2006-01-18,1707,625526,5486322,8.85,8.9,8.62,8.72,-0.17,163,2006,10.63,0.75,0,0.0
2006-01-19,1707,206653,1799979,8.75,8.75,8.67,8.74,0.02,71,2006,10.66,0.75,0,0.0
2006-01-20,1707,124954,1089958,8.77,8.79,8.69,8.75,0.01,51,2006,10.67,0.75,0,0.0
2006-01-23,1707,186689,1623488,8.75,8.75,8.65,8.65,-0.1,50,2006,10.55,0.74,0,0.0
