date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice
2005-09-02,1216,14719398,184787288,12.45,12.75,12.35,12.7,0.45,1953,2005,17.4,1.03,335,4254.5
2005-09-05,1216,7664306,97553733,12.75,12.85,12.55,12.8,0.1,1204,2005,17.53,1.04,335,4288.0
2005-09-06,1216,3467040,44637641,12.8,12.95,12.8,12.95,0.15,736,2005,17.74,1.05,335,4338.25
2005-09-07,1216,4478619,58040605,13.0,13.05,12.9,12.9,-0.05,847,2005,17.67,1.05,335,4321.5
2005-09-08,1216,2148544,27579030,12.9,13.0,12.75,12.8,-0.1,564,2005,17.53,1.04,335,4288.0
2005-09-09,1216,3224414,41248559,12.8,12.85,12.75,12.85,0.05,776,2005,17.6,1.04,335,4304.75
2005-09-12,1216,2881450,36950382,12.75,12.9,12.75,12.9,0.05,501,2005,17.67,1.05,335,4321.5
2005-09-13,1216,3345495,43504301,12.9,13.1,12.9,13.0,0.1,843,2005,17.81,1.05,335,4355.0
2005-09-14,1216,2460387,32033479,13.0,13.05,13.0,13.05,0.05,474,2005,17.88,1.06,335,4371.75
2005-09-15,1216,6088340,79336159,13.0,13.1,13.0,13.05,0.0,740,2005,17.88,1.06,335,4371.75
2005-09-16,1216,3345943,43772398,13.1,13.15,13.0,13.05,0.0,469,2005,17.88,1.06,335,4371.75
2005-09-19,1216,4783757,63439722,13.1,13.35,13.1,13.35,0.3,794,2005,18.29,1.08,335,4472.25
2005-09-20,1216,5078043,67693327,13.3,13.45,13.2,13.3,-0.05,854,2005,18.22,1.08,335,4455.5
2005-09-21,1216,6791778,89856905,13.3,13.3,13.15,13.2,-0.1,845,2005,18.08,1.07,335,4422.0
2005-09-22,1216,7535735,98707675,13.15,13.35,12.95,13.35,0.15,1560,2005,18.29,1.08,335,4472.25
2005-09-23,1216,2546324,33578868,13.35,13.35,13.15,13.2,-0.15,522,2005,18.08,1.07,335,4422.0
2005-09-26,1216,2667195,35104515,13.2,13.25,13.1,13.15,-0.05,776,2005,18.01,1.07,335,4405.25
2005-09-27,1216,5897162,77349583,13.15,13.2,13.0,13.15,0.0,977,2005,18.01,1.07,335,4405.25
2005-09-28,1216,3481329,45726373,13.05,13.25,13.0,13.25,0.1,684,2005,18.15,1.07,335,4438.75
2005-09-29,1216,6882807,90603282,13.25,13.25,13.1,13.2,-0.05,621,2005,18.08,1.07,335,4422.0
2005-09-30,1216,5743654,75841962,13.2,13.35,13.1,13.35,0.15,938,2005,18.29,1.08,335,4472.25
2005-10-03,1216,2950574,39070579,13.25,13.3,13.15,13.3,-0.05,1483,2005,18.22,1.08,335,4455.5
2005-10-04,1216,3876815,51955668,13.3,13.5,13.25,13.45,0.15,857,2005,18.42,1.09,335,4505.75
2005-10-05,1216,3157701,42520088,13.4,13.55,13.4,13.45,0.0,535,2005,18.42,1.09,335,4505.75
2005-10-06,1216,2896573,39077081,13.4,13.6,13.35,13.55,0.1,793,2005,18.56,1.1,335,4539.25
2005-10-07,1216,2693753,36571696,13.55,13.65,13.45,13.65,0.1,626,2005,18.7,1.11,335,4572.75
2005-10-11,1216,2402082,32761077,13.65,13.7,13.6,13.7,0.05,440,2005,18.77,1.11,335,4589.5
