date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE
2007-01-02,8921,0,0,10.45,10.45,10.45,10.45,0.0,0,2007,17.13,0.64,4.74,49.533,0.5345268542199488,0,0
2007-01-03,8921,0,3,10.45,10.45,10.45,10.45,0.0,1,2007,17.13,0.64,4.74,49.533,0.5345268542199488,0,0
2007-01-04,8921,13,128,9.82,10.0,9.82,10.0,-0.45,4,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-05,8921,2,20,10.0,10.0,10.0,10.0,0.0,1,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-08,8921,3,31,10.05,10.05,10.05,10.05,0.05,3,2007,16.48,0.61,4.74,47.63700000000001,0.5140664961636829,0,0
2007-01-09,8921,0,0,10.05,10.05,10.05,10.05,0.0,0,2007,16.48,0.61,4.74,47.63700000000001,0.5140664961636829,0,0
2007-01-10,8921,1,10,10.05,10.05,10.05,10.05,0.0,1,2007,16.48,0.61,4.74,47.63700000000001,0.5140664961636829,0,0
2007-01-11,8921,0,3,10.05,10.05,10.05,10.05,0.0,2,2007,16.48,0.61,4.74,47.63700000000001,0.5140664961636829,0,0
2007-01-12,8921,0,0,10.05,10.05,10.05,10.05,0.0,0,2007,16.48,0.61,4.74,47.63700000000001,0.5140664961636829,0,0
2007-01-15,8921,1,11,10.0,10.0,10.0,10.0,-0.05,2,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-16,8921,0,2,10.0,10.0,10.0,10.0,0.0,1,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-17,8921,0,1,10.0,10.0,10.0,10.0,0.0,1,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-18,8921,0,0,10.0,10.0,10.0,10.0,0.0,0,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-19,8921,2,24,10.0,10.0,10.0,10.0,0.0,2,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-22,8921,8,77,9.6,10.0,9.5,10.0,0.0,4,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-23,8921,3,30,10.0,10.0,10.0,10.0,0.0,2,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-24,8921,5,50,10.0,10.0,10.0,10.0,0.0,2,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-25,8921,2,20,10.0,10.1,10.0,10.1,0.1,2,2007,16.56,0.61,4.74,47.874,0.5166240409207161,0,0
2007-01-26,8921,24,236,10.0,10.0,10.0,10.0,-0.1,5,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-29,8921,0,0,10.0,10.0,10.0,10.0,0.0,0,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-30,8921,2,20,10.0,10.0,10.0,10.0,0.0,1,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-01-31,8921,0,0,10.0,10.0,10.0,10.0,0.0,0,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-02-01,8921,1,10,10.0,10.0,10.0,10.0,0.0,1,2007,16.39,0.61,4.74,47.400000000000006,0.5115089514066496,0,0
2007-02-02,8921,4,42,10.05,10.05,10.05,10.05,0.05,2,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-05,8921,0,0,10.05,10.05,10.05,10.05,0.0,0,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-06,8921,0,0,10.05,10.05,10.05,10.05,0.0,0,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-07,8921,0,4,10.05,10.05,10.05,10.05,0.0,1,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-08,8921,0,0,10.05,10.05,10.05,10.05,0.0,1,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-09,8921,0,0,10.05,10.05,10.05,10.05,0.0,0,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-12,8921,0,0,10.05,10.05,10.05,10.05,0.0,0,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-13,8921,0,0,10.05,10.05,10.05,10.05,0.0,0,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-14,8921,0,0,10.05,10.05,10.05,10.05,0.0,0,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-26,8921,0,0,10.05,10.05,10.05,10.05,0.0,1,2007,16.48,0.61,4.74,47.63700000000001,0.5180001152633714,0,0
2007-02-27,8921,7,74,10.05,10.05,10.0,10.0,-0.05,3,2007,16.39,0.61,4.74,47.400000000000006,0.5154230002620611,0,0
2007-03-01,8921,0,0,10.05,10.05,10.0,10.0,0.0,0,2007,16.39,0.61,4.74,47.400000000000006,0.5154230002620611,0,0
2007-03-02,8921,1,10,10.0,10.0,10.0,10.0,0.0,2,2007,16.39,0.61,4.74,47.400000000000006,0.5167817796263691,0,0
2007-03-05,8921,4,45,10.2,10.2,10.2,10.2,0.0,7,2007,16.72,0.62,4.74,48.348,0.5271174152188963,0,0
2007-03-06,8921,17,177,10.2,10.8,10.2,10.8,0.6,6,2007,17.7,0.66,4.74,51.19200000000001,0.5581243219964785,0,0
2007-03-07,8921,17,190,11.55,11.55,10.35,10.5,-0.3,11,2007,17.21,0.64,4.74,49.77,0.5426208686076874,0,0
2007-03-08,8921,8,83,11.0,11.1,10.0,11.1,0.6,6,2007,18.2,0.68,4.74,52.614,0.5736277753852695,0,0
2007-03-09,8921,3,33,10.85,10.85,10.8,10.8,-0.3,2,2007,17.7,0.66,4.74,51.19200000000001,0.5581243219964785,0,0
2007-03-12,8921,11,117,10.75,11.0,10.5,10.5,-0.3,6,2007,17.21,0.64,4.74,49.77,0.5426208686076874,0,0
2007-03-13,8921,2,21,10.45,10.5,10.45,10.5,0.0,3,2007,17.21,0.64,4.74,49.77,0.5426208686076874,0,0
2007-03-14,8921,2,22,11.1,11.1,11.1,11.1,0.6,2,2007,18.2,0.68,4.74,52.614,0.5736277753852695,0,0
2007-03-15,8921,3,32,10.65,10.75,10.65,10.75,-0.35,4,2007,17.62,0.65,4.74,50.955000000000005,0.5555404130983467,0,0
2007-03-16,8921,35,352,10.6,10.6,10.0,10.45,-0.3,19,2007,17.13,0.64,4.74,49.533,0.5400369597095556,0,0
2007-03-19,8921,7,73,10.45,10.5,10.4,10.4,-0.05,9,2007,17.05,0.63,4.74,49.29600000000001,0.5374530508114238,0,0
2007-03-20,8921,12,128,10.7,10.8,10.5,10.5,0.1,8,2007,17.21,0.64,4.74,49.77,0.5426208686076874,0,0
2007-03-21,8921,3,32,10.7,10.9,10.7,10.9,0.4,2,2007,17.87,0.66,4.74,51.666000000000004,0.5632921397927422,0,0
2007-03-22,8921,1,11,10.55,10.55,10.55,10.55,-0.35,1,2007,17.3,0.64,4.74,50.007000000000005,0.5452047775058193,0,0
2007-03-23,8921,7,75,10.85,10.85,10.6,10.6,0.05,4,2007,17.38,0.64,4.74,50.244,0.5477886864039511,0,0
2007-03-26,8921,16,173,10.9,11.0,10.7,10.7,0.1,9,2007,17.54,0.65,4.74,50.717999999999996,0.5529565042002147,0,0
2007-03-27,8921,33,364,11.1,11.4,11.0,11.0,0.3,17,2007,18.03,0.67,4.74,52.14,0.5684599575890058,0,0
2007-03-28,8921,19,220,11.3,11.7,11.0,11.6,0.6,18,2007,19.02,0.71,4.74,54.984,0.599466864366588,0,0
2007-03-29,8921,78,907,11.7,11.85,11.6,11.85,0.25,15,2007,19.43,0.72,4.74,56.169000000000004,0.6123864088572472,0,0
2007-03-30,8921,37,448,11.85,12.2,11.5,11.5,-0.35,18,2007,18.85,0.7,4.74,54.510000000000005,0.5942990465703243,0,0
2007-04-02,8921,28,318,11.95,11.95,11.2,11.3,-0.2,15,2007,18.52,0.69,4.74,53.562000000000005,0.583135641474246,0,0
2007-04-03,8921,13,149,11.4,11.55,11.4,11.4,0.1,9,2007,18.69,0.69,4.74,54.036,0.5882961338766729,0,0
2007-04-04,8921,4,45,11.3,11.35,11.3,11.35,-0.05,3,2007,18.61,0.69,4.74,53.799,0.5857158876754595,0,0
2007-04-09,8921,0,0,11.3,11.35,11.3,11.35,0.0,0,2007,18.61,0.69,4.74,53.799,0.5857158876754595,0,0
2007-04-10,8921,0,0,11.3,11.35,11.3,11.35,0.0,0,2007,18.61,0.69,4.74,53.799,0.5857158876754595,0,0
2007-04-11,8921,7,78,11.0,11.0,10.95,10.95,-0.4,6,2007,17.95,0.67,4.74,51.903,0.5650739180657517,0,0
2007-04-12,8921,14,148,10.8,10.85,10.6,10.85,-0.1,12,2007,17.79,0.66,4.74,51.429,0.5599134256633247,0,0
2007-04-13,8921,16,169,10.65,10.85,10.65,10.85,0.0,12,2007,17.79,0.66,4.74,51.429,0.5599134256633247,0,0
2007-04-16,8921,72,807,10.95,11.3,10.95,11.3,0.2,31,2007,18.52,0.69,4.74,53.562000000000005,0.583135641474246,0,0
2007-04-17,8921,17,189,11.15,11.2,11.05,11.05,-0.25,11,2007,18.11,0.67,4.74,52.377,0.5702344104681786,0,0
2007-04-18,8921,4,44,11.1,11.1,11.0,11.0,-0.05,3,2007,18.03,0.67,4.74,52.14,0.5676541642669651,0,0
2007-04-19,8921,14,154,11.0,11.0,11.0,11.0,0.0,7,2007,18.03,0.67,4.74,52.14,0.5676541642669651,0,0
2007-04-20,8921,0,0,11.0,11.0,11.0,11.0,0.0,0,2007,18.03,0.67,4.74,52.14,0.5676541642669651,0,0
2007-04-23,8921,22,245,11.0,11.1,11.0,11.1,0.1,13,2007,18.2,0.68,4.74,52.614,0.572814656669392,0,0
2007-04-24,8921,7,77,11.05,11.2,11.0,11.1,0.0,5,2007,18.2,0.68,4.74,52.614,0.572814656669392,0,0
2007-04-25,8921,6,61,11.05,11.05,11.0,11.0,-0.1,5,2007,18.03,0.67,4.74,52.14,0.5676541642669651,0,0
2007-04-26,8921,19,213,10.75,11.25,10.75,11.25,0.25,7,2007,18.44,0.68,4.74,53.325,0.5805553952730325,0,0
2007-04-27,8921,0,0,10.75,11.25,10.75,11.25,0.0,0,2007,18.44,0.68,4.74,53.325,0.5805553952730325,0,0
2007-04-30,8921,0,0,10.75,11.25,10.75,11.25,0.0,0,2007,18.44,0.68,4.74,53.325,0.5805553952730325,0,0
2007-05-02,8921,23,255,10.8,11.15,10.8,10.85,-0.4,11,2007,17.79,0.66,4.74,51.429,0.5533998760394607,0,0
