date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROE,ROA
2005-09-02,2465,4909326,63296065,12.55,13.25,12.35,13.25,0.8,1125,2005,0.0,1.19,20.3,268.975,0.26653429217965247,-8.3,-20.78
2005-09-05,2465,1415124,18661011,13.45,13.45,13.0,13.25,0.0,452,2005,0.0,1.19,20.3,268.975,0.26653429217965247,-8.3,-20.78
2005-09-06,2465,1628702,21829849,13.3,13.6,13.1,13.3,0.05,546,2005,0.0,1.19,20.3,269.99,0.2675400819614625,-8.3,-20.78
2005-09-07,2465,1497833,19776720,13.4,13.5,13.0,13.2,-0.1,417,2005,0.0,1.18,20.3,267.96,0.2655285023978425,-8.3,-20.78
2005-09-08,2465,2618789,34837264,13.2,13.5,12.9,13.45,0.25,660,2005,0.0,1.2,20.3,273.035,0.27055745130689257,-8.3,-20.78
2005-09-09,2465,2600557,35266575,13.5,13.75,13.35,13.35,-0.1,888,2005,0.0,1.19,20.3,271.005,0.2685458717432725,-8.3,-20.78
2005-09-12,2465,1179561,15615198,13.45,13.5,13.05,13.15,-0.2,468,2005,0.0,1.18,20.3,266.945,0.26452271261603244,-8.3,-20.78
2005-09-13,2465,1029606,13396847,13.15,13.25,12.8,13.0,-0.15,393,2005,0.0,1.16,20.3,263.90000000000003,0.2615053432706025,-8.3,-20.78
2005-09-14,2465,1107483,14037329,13.0,13.15,12.3,12.5,-0.5,351,2005,0.0,1.12,20.3,253.75,0.25144744545250236,-8.3,-20.78
2005-09-15,2465,1753612,21199913,12.5,12.6,11.8,12.1,-0.4,464,2005,0.0,1.08,20.3,245.63,0.24340112719802226,-8.3,-20.78
2005-09-16,2465,872081,10433261,12.0,12.15,11.85,11.9,-0.2,335,2005,0.0,1.06,20.3,241.57,0.23937796807078224,-8.3,-20.78
2005-09-19,2465,1859662,22156221,12.05,12.15,11.75,11.9,0.0,434,2005,0.0,1.06,20.3,241.57,0.23937796807078224,-8.3,-20.78
2005-09-20,2465,1384127,16461163,11.85,12.1,11.55,12.0,0.1,419,2005,0.0,1.07,20.3,243.6,0.24138954763440226,-8.3,-20.78
